OUTCOME_CONCEPT_ID,REACTION_NAME
35808937,Infusion site mass
37119624,Genital lesion
36109998,Sydenham's chorea
37520922,Abdominoplasty
35607154,Choroiditis
36718294,ALEXIA
37019405,TERMINAL DRIBBLING
36313822,LIGHT CHAIN ANALYSIS INCREASED
35406333,EAR CANAL STENOSIS
36211399,POST-TRAUMATIC HEADACHE
35104793,SPLENIC EMBOLISM
35909437,Dilatation intrahepatic duct acquired
42889481,Withdrawal hepatitis
36416668,CATABOLIC STATE
37119680,Testicular disorder
36516772,Connective tissue disorder
37622433,Peripheral ischaemia
36311846,Right ventricular systolic pressure increased
42889408,Device physical property issue
43562714,Cervical radiculopathy
35606958,Dark circles under eyes
36313240,HAEMOGLOBIN DECREASED
35606895,IRIS HYPERPIGMENTATION
36918927,COMMUNICATION DISORDER
36110881,PNEUMONIA CYTOMEGALOVIRAL
36110749,MYCOBACTERIAL INFECTION
37220025,NASAL SEPTUM DEVIATION
36316370,BLOOD MAGNESIUM ABNORMAL
37219789,BRONCHIAL SECRETION RETENTION
42889310,INJURY ASSOCIATED WITH DEVICE
42889461,PRODUCT PACKAGING ISSUE
42889536,INFECTIVE PULMONARY EXACERBATION OF CYSTIC FIBROSIS
36313275,RED BLOOD CELL COUNT ABNORMAL
36818820,MULTIPLE PREGNANCY
36818710,Cervical incompetence
35205159,VACTERL syndrome
35808860,Catheter site rash
36316019,Spirometry abnormal
36718392,GENITAL HYPOAESTHESIA
37522352,THROMBOEMBOLECTOMY
42890454,PRODUCT USED FOR UNKNOWN INDICATION
36517079,METASTASES TO NECK
36617192,BENIGN NEOPLASM OF SKIN
36313336,CD4 lymphocytes decreased
36211151,ACUTE PROMYELOCYTIC LEUKAEMIA DIFFERENTIATION SYNDROME
35506762,PARATHYROID TUMOUR BENIGN
36211080,Traumatic fracture
43053804,Implant site hypoaesthesia
37521743,Renal stone removal
36211526,Deep vein thrombosis postoperative
35306107,Congenital nystagmus
36718000,Cerebral haemorrhage neonatal
37521046,Colon polypectomy
36718617,Hippocampal sclerosis
35305629,Strabismus congenital
36110096,Campylobacter infection
35707897,Cryptosporidiosis infection
36416603,Neonatal hyponatraemia
36568768,Vertebral lesion
43054174,Osteosarcoma
37521467,Neurectomy
35305899,Microstomia
37320203,Guttate psoriasis
37520644,JOINT DISLOCATION REDUCTION
36516825,OSTEOARTHROPATHY
42889156,EYELID SKIN DRYNESS
36110094,Brucellosis
35808877,Implant site discolouration
36211060,Bone fissure
36211266,Sinus tarsi syndrome
35306173,Congenital ureteric anomaly
35708095,Diarrhoea neonatal
37520873,Eyelid operation
36311970,CAROTID PULSE ABNORMAL
42890626,Executive dysfunction
36110106,CORYNEBACTERIUM SEPSIS
35306126,BLADDER AGENESIS
42890529,EXPANDED DISABILITY STATUS SCALE SCORE INCREASED
35104821,Thymus hypoplasia
42889172,PERIORBITAL HAEMORRHAGE
42890260,EPIDURAL INJECTION
36211088,JOINT INJURY
37320154,SKIN IRRITATION
36919207,NIGHTMARE
35708171,DYSPHAGIA
36516904,INTERVERTEBRAL DISC DEGENERATION
36009773,RHINITIS ALLERGIC
36416606,DEHYDRATION
35104085,HAEMORRHAGIC ANAEMIA
37019425,HAEMATURIA
35707535,HIATUS HERNIA
36718282,CEREBELLAR SYNDROME
35607370,RETINAL DETACHMENT
36211637,POST LUMBAR PUNCTURE SYNDROME
35708567,ORAL DISORDER
36617224,Metastases to lung
36718136,SINUS HEADACHE
36516909,SCIATICA
35205077,CARDIAC VALVE DISEASE
35204976,SUDDEN DEATH
35205036,PRESYNCOPE
36110413,HISTOPLASMOSIS
36718501,PERIPHERAL MOTOR NEUROPATHY
35708140,EPIGASTRIC DISCOMFORT
36211222,SUBDURAL HAEMATOMA
36617553,UTERINE LEIOMYOMA
36110911,GENITAL HERPES
36919144,"DELUSIONAL DISORDER, UNSPECIFIED TYPE"
36718132,Headache
36718301,Confusional state
35909452,Gallbladder disorder
36110716,Cystitis
36718341,Psychomotor skills impaired
35607089,Erythema of eyelid
35104768,Metastases to lymph nodes
36776531,Generalised tonic-clonic seizure
37119544,Menstrual disorder
36818730,SMALL FOR DATES BABY
36516895,FOOT DEFORMITY
35606990,OCULAR HYPERTENSION
36314556,Tuberculin test positive
37320223,Decubitus ulcer
35708379,Gastric cancer
36918912,Catatonia
35707714,Pancreatitis acute
36316366,Blood iron decreased
45886450,Embedded device
35708563,Lip oedema
37521876,Hair transplant
37219918,Lung hyperinflation
36313659,Antinuclear antibody increased
35707768,Gastrointestinal stoma complication
37622501,Peripheral vascular disorder
36818792,Placental insufficiency
37521856,Nail operation
37522106,Abscess drainage
42889534,Infectious pleural effusion
36919005,Morbid thoughts
36313984,Blood cholesterol decreased
42889351,Encephalitis autoimmune
35406372,Presbyacusis
36919105,IMPAIRED SELF-CARE
36312311,BLOOD FOLLICLE STIMULATING HORMONE INCREASED
36718207,HYPOKINESIA
35808905,IMPLANT SITE REACTION
36311918,ELECTROCARDIOGRAM QRS COMPLEX PROLONGED
36718543,ABNORMAL DREAMS
36416542,WEIGHT LOSS POOR
36313476,WHITE BLOOD CELL COUNT DECREASED
36110059,PNEUMONIA BACTERIAL
35809221,GENERALISED OEDEMA
36009759,ANAPHYLACTOID REACTION
36918961,DEPERSONALISATION
35607031,CONJUNCTIVITIS
36416541,WEIGHT GAIN POOR
35205068,BICUSPID AORTIC VALVE
36110391,PNEUMONIA FUNGAL
36312855,FULL BLOOD COUNT ABNORMAL
36416559,CALCIPHYLAXIS
36919021,IMPULSIVE BEHAVIOUR
35708093,Diarrhoea
36918861,Stress
37019425,Haematuria
37019416,Chromaturia
35205070,Congenital aortic valve stenosis
35708736,Tongue biting
35707991,Clostridium difficile colitis
36918982,Derealisation
37019450,Polyuria
36516930,Scoliosis
43053924,Prescribed overdose
36009707,Erythema multiforme
35708209,VOMITING IN PREGNANCY
35809321,ADVERSE REACTION
36919040,FLAT AFFECT
35708245,INTUSSUSCEPTION
35708322,PEPTIC ULCER
42889633,Exposure during breast feeding
36617335,Tumour haemorrhage
37220014,Epistaxis
36009918,Vasculitis
35708310,Large intestine perforation
36516904,Intervertebral disc degeneration
36416615,Cow's milk intolerance
36110630,Bacteraemia
35606854,Corneal abrasion
35506621,Type 1 diabetes mellitus
35809148,Multi-organ failure
35506745,Hyperparathyroidism
36718090,Anosmia
36919033,Bipolar disorder
37219966,Yawning
35809323,Drug effect decreased
36516865,Hypotonia
36312076,Blood pressure immeasurable
36919049,Moaning
36009852,Vitiligo
35306079,Cerebral palsy
35506663,Galactorrhoea
35708648,Localised intraabdominal fluid collection
37320312,Hair growth abnormal
35305424,Haemangioma congenital
36110078,Vaginitis bacterial
37522359,Vascular stent insertion
37019371,Ureteric obstruction
35909456,Gallbladder injury
36918891,Phobia
36110224,Pneumonia staphylococcal
36416690,Hyperammonaemic encephalopathy
36516903,Intervertebral disc compression
36110320,Bronchopulmonary aspergillosis
45885929,Myocardial necrosis marker increased
36919208,Parasomnia
42889616,Atypical fracture
36315738,White blood cells urine
36110700,Pharyngeal abscess
35708072,Ileitis
36718039,Cerebral arteriosclerosis
35809277,Product outer packaging issue
36517140,Ligament disorder
35708548,Pancreatic cyst
36617351,Perineurial cyst
36211211,Venous injury
37522259,SELF-MEDICATION
35809313,FOOD INTERACTION
36617703,PROSTATE CANCER METASTATIC
37320265,DERMATITIS ACNEIFORM
36315910,SMEAR CERVIX ABNORMAL
36313553,BLOOD BILIRUBIN UNCONJUGATED INCREASED
36110258,PNEUMONIA STREPTOCOCCAL
36110475,MASTITIS
37522106,ABSCESS DRAINAGE
36315707,URINE LEUKOCYTE ESTERASE POSITIVE
37119646,EJACULATION DELAYED
36315271,BODY TEMPERATURE FLUCTUATION
36314108,CARBON DIOXIDE DECREASED
35809172,XEROSIS
36918999,FLIGHT OF IDEAS
35205108,CONGENITAL TRICUSPID VALVE ATRESIA
35708372,STEATORRHOEA
36717975,BASAL GANGLIA INFARCTION
35708095,DIARRHOEA NEONATAL
35305823,TYPE V HYPERLIPIDAEMIA
36211748,ENGRAFT FAILURE
36313475,White blood cell count abnormal
36516827,Spinal osteoarthritis
35506537,Diabetic nephropathy
37622384,Aortic aneurysm
35707792,ANAL FISTULA
36009894,CHRONIC GRAFT VERSUS HOST DISEASE
36416581,HYPOCHLORAEMIA
37219942,Lung disorder
42890163,Second primary malignancy
35707864,Gastrointestinal haemorrhage
36211091,Limb injury
35607402,Vitreous haemorrhage
35708146,Faecaloma
42889278,Lip injury
42889318,Ultrafiltration failure
37521359,Liver transplant
36718234,Monoplegia
37220036,Sinus congestion
37219832,Lung consolidation
36918961,Depersonalisation
35708243,Intestinal stenosis
36818814,High risk pregnancy
36918955,Negative thoughts
43562712,Spinal epidural haematoma
37622487,Hyperaemia
37520918,Abdominal operation
35607399,Choroidal neovascularisation
36416559,Calciphylaxis
42889666,Spinal column injury
43053802,Implant site bruising
36110491,Meningitis
36617535,Haemorrhagic ovarian cyst
36316416,Serum ferritin decreased
35506642,Hypoglycaemic unconsciousness
35306234,Tracheo-oesophageal fistula
37119481,Nipple disorder
36516981,Upper extremity mass
37019409,Urinary hesitation
37320152,Prurigo
36818771,Umbilical cord abnormality
36918925,Learning disorder
36110235,Staphylococcal skin infection
37522209,Medical device implantation
42888924,Monoclonal gammopathy
36316392,BLOOD SODIUM INCREASED
37119501,Cervical dysplasia
35607465,Cyanopsia
37521104,Ileostomy closure
37119524,Vaginal inflammation
36818722,Somatoform disorder pregnancy
42890556,Gestational hypertension
36718363,Neurological decompensation
36111030,Meningitis viral
36110244,Beta haemolytic streptococcal infection
37520714,Mastectomy
35708462,Metastases to abdominal cavity
42889194,Macular fibrosis
37219830,Idiopathic pulmonary fibrosis
36718400,Morton's neuralgia
36718088,Bulbar palsy
36316189,DRUG SPECIFIC ANTIBODY PRESENT
36316358,BLOOD COPPER INCREASED
36211150,ACUTE GENERALISED EXANTHEMATOUS PUSTULOSIS
37521169,STEM CELL TRANSPLANT
36110123,ESCHERICHIA INFECTION
36316367,BLOOD IRON INCREASED
36516816,JOINT RANGE OF MOTION DECREASED
36818829,LIVE BIRTH
35205167,CORONARY ARTERY INSUFFICIENCY
36416615,COW'S MILK INTOLERANCE
37420486,PHYSICAL ASSAULT
35708753,TONGUE DISCOLOURATION
37119645,PRURITUS GENITAL
36316136,ANTICONVULSANT DRUG LEVEL ABOVE THERAPEUTIC
35104796,SPLENIC INFARCTION
35909611,HEPATIC NECROSIS
36211697,SHUNT OCCLUSION
37119622,GENITAL EROSION
37019371,URETERIC OBSTRUCTION
37522317,CORONARY ARTERIAL STENT INSERTION
35708062,CAECITIS
36211108,ILIUM FRACTURE
37119532,EPIDIDYMITIS
35506488,METASTASES TO ADRENALS
35708158,ABDOMINAL RIGIDITY
35607410,RETINAL ARTERY OCCLUSION
35909665,HEPATIC CANCER METASTATIC
36110562,PATHOGEN RESISTANCE
36316167,CARDIOACTIVE DRUG LEVEL INCREASED
36517108,BONE NEOPLASM
35104713,POLYCHROMASIA
36313315,B-LYMPHOCYTE COUNT DECREASED
36312545,MUSCLE ENZYME INCREASED
37522286,TUMOUR EXCISION
37521537,SPINAL FUSION SURGERY
36718279,REFLEXES ABNORMAL
36316120,ANALGESIC DRUG LEVEL INCREASED
36211128,STERNAL FRACTURE
36517124,SYNOVIAL DISORDER
36313637,ANTI-INSULIN ANTIBODY POSITIVE
36919190,COMPULSIVE SEXUAL BEHAVIOUR
35707749,ABDOMINAL COMPARTMENT SYNDROME
35909515,CHRONIC HEPATIC FAILURE
35707812,OESOPHAGEAL FISTULA
36315144,CORNEAL REFLEX DECREASED
37420516,DENTAL PROSTHESIS USER
36718557,TERMINAL INSOMNIA
35707679,GINGIVAL HYPERTROPHY
36211075,OSTEOPOROTIC FRACTURE
36313152,RED BLOOD CELL SEDIMENTATION RATE DECREASED
42890500,EXPOSED BONE IN JAW
35205148,MULTIPLE CARDIAC DEFECTS
36718113,PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS
42890654,SEXUALLY INAPPROPRIATE BEHAVIOUR
35205250,LOW CARDIAC OUTPUT SYNDROME
35104574,ADULT T-CELL LYMPHOMA/LEUKAEMIA
35607366,RETINAL CYST
35606915,BLEPHARAL PIGMENTATION
36110774,MENINGITIS TUBERCULOUS
37119561,OVARIAN HAEMORRHAGE
36211319,TRAUMATIC ARTHRITIS
35104812,Splenomegaly
36416517,Food craving
35707867,Intra-abdominal haemorrhage
35808897,Implant site oedema
35708418,Colon cancer metastatic
35104092,Normochromic normocytic anaemia
35606982,Vitreous disorder
37119644,Perineal pain
36009909,POLYARTERITIS NODOSA
36313410,MONOCYTE PERCENTAGE INCREASED
35306136,CONGENITAL HYDRONEPHROSIS
35707743,PANCREATIC MASS
36315157,INTRAOCULAR PRESSURE TEST ABNORMAL
35607066,ULCERATIVE KERATITIS
36313220,HAEMATOCRIT ABNORMAL
36617545,BENIGN HYDATIDIFORM MOLE
35809300,PRODUCT COUNTERFEIT
37320144,ECZEMA ASTEATOTIC
36718266,TREMOR NEONATAL
36110655,ACNE PUSTULAR
35506500,DIABETIC VASCULAR DISORDER
36617311,PELVIC NEOPLASM
36313950,X-ray abnormal
36416698,HYPERURICAEMIA
36718149,BENIGN INTRACRANIAL HYPERTENSION
35205143,VENTRICULAR HYPOPLASIA
35306126,Bladder agenesis
36313571,Gamma-glutamyltransferase abnormal
36818623,Post abortion haemorrhage
42889273,Corrosive oropharyngeal injury
37119760,Vulvar erosion
35809233,Costovertebral angle tenderness
36313315,B-lymphocyte count decreased
36718457,Drop attacks
35506500,Diabetic vascular disorder
36313866,Skin test negative
42889459,Transmission of an infectious agent via product
36111049,Viral pharyngitis
36313791,Blood immunoglobulin A increased
36516732,Bone formation increased
45885660,Application site hypoaesthesia
35306259,Abnormal palmar/plantar creases
35104073,SUBACUTE COMBINED CORD DEGENERATION
42890455,RAPID CORRECTION OF HYPONATRAEMIA
35909439,Post procedural bile leak
36111037,Post viral fatigue syndrome
35205387,Pericardial disease
35205129,Ebstein's anomaly
36316442,URINE COPPER INCREASED
36517098,SARCOMA METASTATIC
35708201,Infantile spitting up
36516889,Acquired claw toe
35104710,Microcytosis
35809162,Pseudocyst
35205265,Cor pulmonale chronic
42889250,Ischaemic gastritis
36818731,Weight decrease neonatal
37522031,Laser therapy
35305853,Mucopolysaccharidosis I
36211189,Tobacco poisoning
35305739,Combined immunodeficiency
35306228,Laryngeal cleft
35607230,EYE NAEVUS
37320119,Skin degenerative disorder
37522199,Lithotripsy
37522378,VENOUS STENT INSERTION
35708210,Vomiting neonatal
35305664,Abdominal transposition
36211685,POSTOPERATIVE HETEROTOPIC CALCIFICATION
42890247,OVARIAN VEIN THROMBOSIS
42889357,UNDIFFERENTIATED CONNECTIVE TISSUE DISEASE
36416634,HYPERCHOLESTEROLAEMIA
36718526,CONVULSION
36516951,BACK PAIN
36718298,APHASIA
35909452,GALLBLADDER DISORDER
35809104,GAIT DISTURBANCE
35204953,ATRIAL FIBRILLATION
35909501,LIVER DISORDER
36918904,PANIC ATTACK
36211641,PSEUDOMENINGOCELE
35809353,THERAPEUTIC RESPONSE DECREASED
36110918,HERPES ZOSTER
37219810,WHEEZING
36312064,BLOOD PRESSURE ABNORMAL
35305952,SYNDACTYLY
35204902,ATRIOVENTRICULAR BLOCK
36316344,BLOOD CALCIUM INCREASED
43053921,Accidental exposure to product by child
36516781,ARTHROPATHY
35708615,HYPOAESTHESIA ORAL
35708677,PELVIC ADHESIONS
36315061,ELECTROENCEPHALOGRAM ABNORMAL
36110631,BACTERIAL SEPSIS
35707694,DIVERTICULUM INTESTINAL
35708070,GASTROINTESTINAL INFLAMMATION
35104281,HAEMOLYTIC ANAEMIA
35205172,CORONARY ARTERY STENOSIS
35305629,STRABISMUS CONGENITAL
36110585,BRONCHOPNEUMONIA
36919035,HYPOMANIA
36416682,METABOLIC SYNDROME
37019444,URINE ODOUR ABNORMAL
35104252,MYELOFIBROSIS
35707649,Tooth disorder
36718500,Neuropathy peripheral
37521795,Lung transplant
36110664,Furuncle
36211542,Device breakage
35205021,Cardiac discomfort
37219865,Pneumothorax
37019452,Renal colic
36009768,Dermatitis atopic
35205196,Silent myocardial infarction
35406309,EAR HAEMORRHAGE
35205189,Myocardial infarction
35708368,Lactose intolerance
37019410,Urinary retention
35104306,Jaundice
35708044,Colitis ulcerative
43053718,Platelet dysfunction
37119619,Prostatomegaly
35204903,Atrioventricular block complete
35506624,Glucose tolerance impaired
35809168,Terminal state
36211550,Syringe issue
36110587,Infective exacerbation of chronic obstructive airways disease
36919101,Staring
36211428,Heat stroke
35606948,Lacrimal disorder
35708313,Small intestine ulcer
35305863,Niemann-Pick disease
36110549,Infected bites
42889478,Medication overuse headache
37019462,CALCULUS URINARY
37019319,RENAL FAILURE ACUTE
36919046,EMOTIONAL DISTRESS
35205243,CARDIAC FAILURE CONGESTIVE
35708275,EROSIVE DUODENITIS
37622434,POOR PERIPHERAL CIRCULATION
36919036,MANIA
35707651,TOOTH FRACTURE
36718228,DIPLEGIA
36718163,DEMENTIA
35708565,LIP ULCERATION
35306062,NEURAL TUBE DEFECT
35205179,ACUTE CORONARY SYNDROME
36919083,PERSONALITY DISORDER
35607288,OPHTHALMOPLEGIA
37320295,NAIL DISORDER
36516785,PALINDROMIC RHEUMATISM
36009861,Cerebral amyloid angiopathy
36311946,Electrocardiogram abnormal
42890355,Posterior reversible encephalopathy syndrome
35809019,Injection site swelling
36919051,Premenstrual syndrome
37119494,Breast tenderness
37019316,OLIGURIA
36617375,BRAIN NEOPLASM MALIGNANT
35809171,WOUND SECRETION
35708294,GASTROINTESTINAL ULCER
43053923,Prescribed underdose
37219820,Pneumonia aspiration
42889640,Maternal exposure during pregnancy
35708369,Malabsorption
36315262,Body height decreased
37119724,Uterine pain
36416525,Cachexia
36918918,Attention deficit/hyperactivity disorder
42889670,Procedural haemorrhage
36110597,Pneumonia
37220031,Nasal ulcer
36516851,Muscle twitching
37520757,Heart valve replacement
37219952,Choking
36718566,Sleep apnoea syndrome
35104364,Chronic lymphocytic leukaemia
42889454,Spinal pain
35809281,Liquid product physical issue
36718178,Bradyphrenia
36313153,Red blood cell sedimentation rate increased
36211665,Iatrogenic injury
36516734,Bone lesion
36110358,Meningitis cryptococcal
35104713,Polychromasia
35808810,Application site irritation
35809301,Product formulation issue
35305490,Aplasia
35205091,Mitral valve disease
35809026,Malabsorption from injection site
35104679,Platelet disorder
35205061,Aortic valve calcification
36316344,Blood calcium increased
35708010,Pseudomembranous colitis
35708277,Gastric perforation
35809375,Withdrawal bleed
36312550,Troponin I increased
36313969,Laboratory test interference
35607461,Presbyopia
37520980,Gastrostomy
35506488,Metastases to adrenals
43053793,Large intestine benign neoplasm
35707598,Gastric polyps
37521939,Tendon sheath incision
37521292,Nasal operation
37220065,Tracheal disorder
35104739,Lymph node tuberculosis
35305823,Type V hyperlipidaemia
36314726,Human papilloma virus test positive
36516739,Extraskeletal ossification
36009928,HIV infection
35104380,Chronic myeloid leukaemia transformation
35809047,Febrile infection
37622443,Hypoperfusion
36516751,Osteosclerosis
42890455,Rapid correction of hyponatraemia
35808879,Implant site erosion
35809131,GENERAL PHYSICAL HEALTH DETERIORATION
36313350,EOSINOPHIL COUNT INCREASED
37119487,BREAST DISCOMFORT
36313402,MONOCYTE COUNT DECREASED
36313375,LYMPHOCYTE MORPHOLOGY ABNORMAL
36313301,RED CELL DISTRIBUTION WIDTH INCREASED
36109980,NOSOCOMIAL INFECTION
36516975,POSTURE ABNORMAL
36316185,DRUG LEVEL FLUCTUATING
37119680,TESTICULAR DISORDER
35809393,WOUND NECROSIS
36313657,ANTINEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE
36312378,BLOOD OESTROGEN INCREASED
36818757,RESPIRATORY DISORDER NEONATAL
35808790,APPLICATION SITE BURN
35607418,RETINAL VASCULAR DISORDER
36312377,BLOOD OESTROGEN DECREASED
36211550,SYRINGE ISSUE
35104289,EVANS SYNDROME
36211117,DISLOCATION OF VERTEBRA
35305627,Microphthalmos
36311942,Electrocardiogram T wave peaked
36718541,Tonic clonic movements
42889439,Humidity intolerance
35506805,Benign neoplasm of thyroid gland
35607382,Subretinal fibrosis
36312572,BLOOD LACTATE DEHYDROGENASE DECREASED
36919061,ASOCIAL BEHAVIOUR
35606890,IRIS ATROPHY
37019428,HYPEROXALURIA
37320134,SKIN WARM
35909514,ASTERIXIS
36416501,Respiratory failure
42889636,Foetal exposure during pregnancy
45885696,Intentional product misuse
35909426,Bile duct stenosis
36109964,Bacterial disease carrier
35708226,Small intestinal obstruction
35808988,Injection site irritation
35205325,Left ventricular hypertrophy
37320097,Skin striae
36416516,EATING DISORDER
35708132,ILEUS PARALYTIC
36211099,Femur fracture
35809092,Peripheral coldness
35104860,Monocytosis
37420486,Physical assault
37119655,Infertility female
35909525,Cirrhosis alcoholic
36316138,Anticonvulsant drug level decreased
36416548,Osteolysis
37320115,Parakeratosis
35204959,Sinus bradycardia
36818838,Pregnancy on contraceptive
36110651,Urosepsis
36110643,Sepsis neonatal
37219826,Atelectasis
37622528,Essential hypertension
36516995,Soft tissue necrosis
37521751,Bladder catheterisation
36617941,Neoplasm skin
36918969,Delusion of grandeur
36110162,Listeriosis
35305421,Gastrointestinal angiodysplasia
35707856,Anal haemorrhage
37522149,Drug delivery device implantation
36718608,Cerebellar atrophy
37420368,Job dissatisfaction
36617753,Nasal polyps
36313275,Red blood cell count abnormal
35708496,Salivary gland cancer
42890436,Hand-eye coordination impaired
36918901,Obsessive thoughts
37520640,Elbow operation
36313605,TRANSAMINASES INCREASED
36718476,Peripheral nerve lesion
36818684,Prolonged labour
35607472,Glare
36315605,Glomerular filtration rate abnormal
37521652,Endometrial ablation
36617250,Benign neoplasm
35808960,Injection site abscess
36313903,Computerised tomogram abnormal
37320282,Milia
36311910,Electrocardiogram PR prolongation
35708056,Gastroduodenitis
36211362,Uterine injury
37521163,HAEMODIALYSIS
36818624,ABORTION
36211491,ACCIDENTAL OVERDOSE
37521359,LIVER TRANSPLANT
37520653,KNEE OPERATION
37420507,ACTIVITIES OF DAILY LIVING IMPAIRED
35808942,INFUSION SITE PAIN
35708135,POSTOPERATIVE ILEUS
36009825,MYASTHENIA GRAVIS
37622499,VENOOCCLUSIVE DISEASE
35406409,MASTOID DISORDER
35708262,ANAL ULCER
36718440,ANTICHOLINERGIC SYNDROME
36311806,CARDIAC STRESS TEST ABNORMAL
36718386,ANAESTHESIA
36211469,INCORRECT ROUTE OF DRUG ADMINISTRATION
35708561,LIP DISORDER
35104245,LYMPHOPROLIFERATIVE DISORDER
37622406,HAEMORRHAGIC INFARCTION
36718531,EPILEPTIC AURA
35707569,RECTAL PROLAPSE
36516993,SOFT TISSUE DISORDER
35305606,DACRYOSTENOSIS CONGENITAL
36110151,PNEUMONIA KLEBSIELLA
35708680,RETROPERITONEAL FIBROSIS
36718028,THALAMUS HAEMORRHAGE
36315448,AMINO ACID LEVEL INCREASED
36312421,PREGNANCY TEST POSITIVE
36211295,ESCHAR
35607134,OCULOMUCOCUTANEOUS SYNDROME
35809388,SUBMANDIBULAR MASS
36211199,PATERNAL DRUGS AFFECTING FOETUS
36211130,FOREARM FRACTURE
36617305,TUMOUR INVASION
37522329,RENAL ARTERY STENT PLACEMENT
36718607,BRAIN MASS
35606957,CHORIORETINAL DISORDER
35305937,LIMB MALFORMATION
35808878,IMPLANT SITE EFFUSION
42890249,PENILE ERYTHEMA
42889401,DEVICE COMPONENT ISSUE
36312329,BLOOD PROLACTIN ABNORMAL
42890537,VERTEBRAL FORAMINAL STENOSIS
35707636,DENTAL NECROSIS
36211699,Shunt thrombosis
36416494,Milk-alkali syndrome
43054699,Reversible cerebral vasoconstriction syndrome
36110023,Breast cellulitis
36516730,Bone fistula
36617358,Cerebral haemangioma
36919079,Stubbornness
36255038,Drug dispensed to wrong patient
36009946,Human herpesvirus 8 infection
36718088,BULBAR PALSY
36316173,CHEMOTHERAPEUTIC DRUG LEVEL INCREASED
37019400,MIXED INCONTINENCE
37520640,ELBOW OPERATION
42890330,NASAL DISCHARGE DISCOLOURATION
36516955,Musculoskeletal chest pain
35708331,Gastrointestinal necrosis
35607495,Optic neuropathy
35607075,Iritis
36617748,Testis cancer
36110497,Spinal cord infection
42890425,Urine phosphorus increased
35205285,Peripartum cardiomyopathy
43053713,Plasma cell leukaemia
36312102,Pulmonary arterial pressure increased
35607408,Retinal aneurysm
35808965,INJECTION SITE CELLULITIS
35809326,DRUG EFFECT PROLONGED
35607453,ALTERED VISUAL DEPTH PERCEPTION
36918976,PERSECUTORY DELUSION
35406306,EAR CONGESTION
35305424,HAEMANGIOMA CONGENITAL
36211557,DEVICE OCCLUSION
36313830,ALLERGY TEST POSITIVE
36315199,VISUAL ACUITY TESTS ABNORMAL
37420381,LIVING IN RESIDENTIAL INSTITUTION
35506630,IMPAIRED FASTING GLUCOSE
35808891,IMPLANT SITE IRRITATION
35809168,TERMINAL STATE
35707635,Tooth malformation
35708241,Intestinal diaphragm disease
37520928,Laparotomy
36312385,Blood testosterone free decreased
35607391,Deposit eye
35204916,LONG QT SYNDROME CONGENITAL
35708740,TONGUE HAEMATOMA
42889555,INFECTION REACTIVATION
35808815,Application site oedema
36009731,Allergy to vaccine
36313025,Coagulation time shortened
35406409,Mastoid disorder
35305696,Vitello-intestinal duct remnant
36918997,Confabulation
36314423,GRAM STAIN POSITIVE
36617285,TERATOMA
36315288,EMERGENCY CARE EXAMINATION
37119718,Uterine fibrosis
37521057,Sigmoidectomy
35607286,Ocular myasthenia
37320119,SKIN DEGENERATIVE DISORDER
36818820,Multiple pregnancy
42889177,Diffuse lamellar keratitis
36110215,Serratia sepsis
35607037,Conjunctivitis viral
35205089,MITRAL VALVE ATRESIA
35606993,PIGMENTARY GLAUCOMA
37522329,Renal artery stent placement
37521199,PERIODONTAL OPERATION
35606900,PIGMENT DISPERSION SYNDROME
42890498,Enostosis
37521013,INTESTINAL ADHESION LYSIS
35306179,SUPERNUMERARY NIPPLE
37220013,VASOMOTOR RHINITIS
42889177,DIFFUSE LAMELLAR KERATITIS
37520658,PATELLECTOMY
36516942,Pelvic deformity
35607015,Optic nerve sheath haemorrhage
42890535,JOINT LAXITY
36918858,ANXIETY
36516818,JOINT SWELLING
36919059,AGGRESSION
36211105,TIBIA FRACTURE
35607385,SCLERAL DISCOLOURATION
37019318,RENAL FAILURE
37119769,VAGINAL DISCHARGE
35708362,VARICES OESOPHAGEAL
37320268,ALOPECIA
35809323,DRUG EFFECT DECREASED
35204960,SINUS TACHYCARDIA
36211101,FOOT FRACTURE
36110464,INTERVERTEBRAL DISCITIS
35104351,ACUTE MYELOID LEUKAEMIA
35506577,AMENORRHOEA
36211255,EPICONDYLITIS
35607109,EYE DISCHARGE
35708603,PHARYNGITIS
36211197,MATERNAL DRUGS AFFECTING FOETUS
35104461,LYMPHOMA
42890549,FOETAL GROWTH RESTRICTION
36516855,NEUROMYOPATHY
35809215,POLYP
37119540,POSTMENOPAUSAL HAEMORRHAGE
36617325,OBSTRUCTIVE UROPATHY
42888930,THROMBOCYTOSIS
35708605,LIP PAIN
36718182,MENTAL IMPAIRMENT
35104853,INFECTIOUS MONONUCLEOSIS
36110930,VARICELLA
36516905,INTERVERTEBRAL DISC DISORDER
35809107,PARKINSONIAN GAIT
36416518,INCREASED APPETITE
36416549,OSTEOMALACIA
35707667,TOOTH DISCOLOURATION
35708167,Aphagia
36110059,Pneumonia bacterial
37622400,Arterial occlusive disease
35808976,Injection site erythema
35506797,Hypothyroidism
35104096,Anaemia of chronic disease
35708108,Impaired gastric emptying
36314240,Blood ketone body increased
37119688,TESTICULAR PAIN
35205322,LEFT ATRIAL DILATATION
35909445,Cholelithiasis
