OUTCOME_CONCEPT_ID,REACTION_NAME
37219911,SPUTUM DISCOLOURED
36718314,CONSCIOUSNESS FLUCTUATING
36718374,DYSAESTHESIA PHARYNX
35104174,HYPERCOAGULATION
37622487,HYPERAEMIA
36818747,NEONATAL RESPIRATORY DEPRESSION
35607467,XANTHOPSIA
35809343,PARADOXICAL DRUG REACTION
43053913,CEREBROSPINAL FLUID LEAKAGE
36718036,CAROTID ARTERY DISEASE
36110410,ZYGOMYCOSIS
36313019,COAGULATION TEST ABNORMAL
37521103,ILEOSTOMY
37521891,SKIN NEOPLASM EXCISION
35809389,CELL DEATH
36110974,BK VIRUS INFECTION
37622520,ACCELERATED HYPERTENSION
37622399,ARTERIAL INSUFFICIENCY
37320118,SCAR PAIN
36313824,MONOCLONAL IMMUNOGLOBULIN PRESENT
36516804,JOINT LOCK
36211487,DOCUMENTED HYPERSENSITIVITY TO ADMINISTERED DRUG
35305560,DIABETIC FOETOPATHY
35809141,LOCAL REACTION
35708455,COLORECTAL CANCER METASTATIC
37220027,NASAL SEPTUM PERFORATION
37420511,BLOOD PRODUCT TRANSFUSION DEPENDENT
36718184,MENTAL RETARDATION
36211586,DEVICE MISUSE
36717974,BASAL GANGLIA HAEMORRHAGE
37522273,SUTURE INSERTION
35808957,INFUSION SITE WARMTH
42889638,MATERNAL EXPOSURE BEFORE PREGNANCY
36314689,HEPATITIS C RNA INCREASED
42890555,SUBCHORIONIC HAEMORRHAGE
36516901,WRIST DEFORMITY
35707957,GASTROINTESTINAL BACTERIAL INFECTION
36919016,Food aversion
36718322,Somnolence neonatal
36009809,Overlap syndrome
37521182,Apicectomy
36718528,Convulsive threshold lowered
36617896,Malignant respiratory tract neoplasm
35707606,RECTAL ADENOMA
42889232,GRAFT VERSUS HOST DISEASE IN INTESTINE
35305672,GASTROINTESTINAL DISORDER CONGENITAL
35808977,INJECTION SITE EXFOLIATION
36818731,WEIGHT DECREASE NEONATAL
36316415,SERUM FERRITIN ABNORMAL
36315594,CREATININE RENAL CLEARANCE ABNORMAL
37420460,High risk sexual behaviour
36818746,Neonatal respiratory arrest
35104406,Hodgkin's disease recurrent
35808906,IMPLANT SITE SCAR
42890580,SOFT TISSUE MASS
36416692,PLASMA PROTEIN METABOLISM DISORDER
42888943,HYPOFIBRINOGENAEMIA
37219829,Emphysema
36718320,SEDATION
35708618,Mouth injury
36617206,Seborrhoeic keratosis
35607357,Macular cyst
37320100,Precancerous skin lesion
36316131,Anticoagulation drug level above therapeutic
35707695,DIVERTICULUM INTESTINAL HAEMORRHAGIC
35707540,INCISIONAL HERNIA
36110751,MYCOBACTERIUM AVIUM COMPLEX INFECTION
37622522,HYPERTENSIVE EMERGENCY
36315329,OPHTHALMOLOGICAL EXAMINATION ABNORMAL
36110162,LISTERIOSIS
36818658,FOETAL MACROSOMIA
37320121,SKIN DISCOMFORT
36718156,VASOGENIC CEREBRAL OEDEMA
35607019,ANTERIOR CHAMBER INFLAMMATION
36516948,FASCIITIS
35506746,HYPERPARATHYROIDISM PRIMARY
35707815,Oroantral fistula
35305487,Foetal alcohol syndrome
36516777,FRACTURE MALUNION
35707595,Duodenal polyp
35104353,ACUTE MYELOID LEUKAEMIA RECURRENT
37521205,WISDOM TEETH REMOVAL
42890543,ANKLE DEFORMITY
35606939,TRICHIASIS
35205086,Congenital mitral valve incompetence
35306214,Cloacal exstrophy
37119515,UTERINE CERVICAL PAIN
37521330,ADENOIDECTOMY
35707537,FEMORAL HERNIA
36211584,DEVICE INTOLERANCE
37420559,Illiteracy
35607026,Blebitis
37520623,FRACTURE REDUCTION
35205105,PULMONARY VALVE SCLEROSIS
36516750,Osteorrhagia
35305680,Adenomatous polyposis coli
35305959,CRANIORACHISCHISIS
37119605,SPERMATOCELE
36818631,ABORTION LATE
35104722,Hepatosplenomegaly neonatal
37521397,RADIOTHERAPY TO PROSTATE
36314204,PORPHYRINS STOOL INCREASED
36110026,CELLULITIS
35506622,TYPE 2 DIABETES MELLITUS
36009757,ANAPHYLACTIC SHOCK
35708750,SWOLLEN TONGUE
37219907,COUGH
36211094,ROTATOR CUFF SYNDROME
35909442,CHOLECYSTITIS ACUTE
36718556,MIDDLE INSOMNIA
35205180,ACUTE MYOCARDIAL INFARCTION
37019320,RENAL FAILURE CHRONIC
35707631,TOOTH ABSCESS
36110466,OSTEOMYELITIS
37622501,PERIPHERAL VASCULAR DISORDER
35808914,INFUSION RELATED REACTION
37622417,VENOUS INSUFFICIENCY
35104738,LYMPH NODE PAIN
35707998,DYSENTERY
35607402,VITREOUS HAEMORRHAGE
35607142,OPTIC NEURITIS
35205094,MITRAL VALVE INCOMPETENCE
35707552,ANAL FISSURE
35506624,GLUCOSE TOLERANCE IMPAIRED
36516924,KYPHOSCOLIOSIS
36416548,OSTEOLYSIS
36110229,STAPHYLOCOCCAL INFECTION
35809101,ATAXIA
35607172,SCLERAL HYPERAEMIA
35808825,APPLICATION SITE REACTION
35104178,HENOCH-SCHONLEIN PURPURA
36312856,Full blood count decreased
36718175,Memory impairment
35406421,Middle ear effusion
35205232,Fluid overload
35205230,Ascites
37220041,Pharyngeal disorder
36919108,Psychiatric symptom
35606990,Ocular hypertension
35909472,Hyperbilirubinaemia neonatal
35305508,HETEROTAXIA
36718157,DEMENTIA ALZHEIMER'S TYPE
36918956,PSYCHOMOTOR RETARDATION
37622477,THROMBOPHLEBITIS SUPERFICIAL
36314157,Blood glucose decreased
36211461,Drug administration error
35204915,Long QT syndrome
36818634,Abortion spontaneous
36416698,Hyperuricaemia
35104326,Leukaemia recurrent
37119651,Priapism
36009736,Dermatitis exfoliative
36211326,Wound complication
35809163,Purulent discharge
43562844,Autoimmune haemolytic anaemia
36416541,Weight gain poor
35104191,Bone marrow oedema
36516831,Spondyloarthropathy
36110631,Bacterial sepsis
36919018,Compulsive shopping
36211320,Traumatic haematoma
35809147,MULTI-ORGAN DISORDER
35708425,COLORECTAL CANCER
36110697,NASOPHARYNGITIS
35305953,TALIPES
35708151,ABDOMINAL DISTENSION
35506777,THYROID DISORDER
35809242,NON-CARDIAC CHEST PAIN
35104863,NEUTROPHILIA
35205145,CONGENITAL CARDIOVASCULAR ANOMALY
37320198,PRURITUS GENERALISED
35707630,PERIODONTITIS
36919091,BORDERLINE PERSONALITY DISORDER
36718468,CARPAL TUNNEL SYNDROME
35809022,INJECTION SITE URTICARIA
36617373,NEUROMA
36211119,FRACTURED SACRUM
35909435,BILIARY TRACT DISORDER
35708724,Dysgeusia
35707843,Oesophageal disorder
36918968,Delusion
35809181,Inflammation
36718179,Cognitive disorder
36718003,Cerebral ischaemia
35808831,Application site vesicles
35708606,ODYNOPHAGIA
35909682,METASTASES TO LIVER
37622518,Haemorrhage
35809071,No adverse event
35708584,Mouth haemorrhage
35808999,Injection site mass
35808818,Application site papules
35104101,Aplastic anaemia
35708597,Oral herpes
36516931,Spinal column stenosis
36313050,International normalised ratio increased
35606973,Ocular discomfort
36416600,Hyponatraemia
35204924,Arrhythmia
35809043,Neuroleptic malignant syndrome
36211487,Documented hypersensitivity to administered drug
36919122,Enuresis
37521953,General anaesthesia
37219897,Respiratory distress
35607078,Uveitis
36718512,Complex partial seizures
36315570,Blood creatine increased
35104178,Henoch-Schonlein purpura
35708008,Enterovirus infection
36314109,Carbon dioxide increased
42889373,Device alarm issue
42889646,Substance-induced psychotic disorder
35707802,Enterocutaneous fistula
36312945,Blood fibrinogen decreased
36516842,Muscle disorder
36919065,Disinhibition
37119565,Ovarian rupture
45885788,Pulmonary pain
35205089,Mitral valve atresia
36110415,Histoplasmosis disseminated
35708562,Lip erosion
36110140,Haemophilus infection
35607451,Visual acuity reduced transiently
35205009,Orthostatic intolerance
35607323,Chorioretinopathy
35809380,Excessive granulation tissue
35606994,Hyphaema
42890167,Superior vena cava syndrome
37320149,Intertrigo
36313708,Carbohydrate antigen 125 increased
36315144,Corneal reflex decreased
37219888,Grunting
37521224,Jaw operation
43054102,Small cell lung cancer
35809095,Sensation of pressure
35707623,Alveolar osteitis
36009839,SCLERODERMA
37520683,LEG AMPUTATION
36311928,ELECTROCARDIOGRAM ST SEGMENT ABNORMAL
36316063,BRONCHOALVEOLAR LAVAGE ABNORMAL
35506596,POLYCYSTIC OVARIES
35606949,LACRIMATION DECREASED
35808986,INJECTION SITE INFLAMMATION
35708279,GASTRIC ULCER HAEMORRHAGE
35205329,MYOCARDIAL FIBROSIS
36110976,JC VIRUS INFECTION
37520604,BONE OPERATION
35809040,HYPERTHERMIA MALIGNANT
35606983,ANGLE CLOSURE GLAUCOMA
35406358,CONDUCTIVE DEAFNESS
35809350,THERAPEUTIC PRODUCT INEFFECTIVE
36918925,LEARNING DISORDER
35104090,MALARIA
35708711,SALIVARY GLAND ENLARGEMENT
35606826,CATARACT NUCLEAR
37520602,BONE GRAFT
35809374,TOBACCO WITHDRAWAL SYMPTOMS
35306170,RENAL HYPOPLASIA
35607108,EYE ALLERGY
35506529,DIABETIC RETINAL OEDEMA
35306113,HYPEREXPLEXIA
35305597,CHOROIDAL COLOBOMA
36516955,MUSCULOSKELETAL CHEST PAIN
36718599,SPINAL CORD DISORDER
35708142,ABNORMAL FAECES
35205181,Angina pectoris
36718315,Depressed level of consciousness
36110234,Staphylococcal sepsis
37320131,SKIN PLAQUE
36718555,Insomnia
37019263,Cystitis noninfective
35205012,Hypertensive heart disease
36211073,Multiple fractures
36718217,Stereotypy
36316184,Drug level decreased
35607473,Halo vision
43053976,Anti-interferon antibody positive
36718207,Hypokinesia
37320121,Skin discomfort
36919020,IMPULSE-CONTROL DISORDER
35809315,Potentiating drug interaction
35104252,Myelofibrosis
35708682,Bloody peritoneal effluent
36919031,Bipolar I disorder
35808830,Application site urticaria
36110467,Osteomyelitis acute
36516908,Intervertebral disc space narrowing
35809143,Macrosomia
35809073,Autonomic nervous system imbalance
35708692,Lip dry
36009846,Linear IgA disease
35104885,Neutropenic colitis
35708136,Abdominal mass
35305889,Hypertelorism of orbit
36919212,"Sleep disorder due to general medical condition, insomnia type"
36211604,Tracheomalacia
35809370,DRUG WITHDRAWAL SYNDROME NEONATAL
36516726,Bone cyst
42889541,Infected dermal cyst
42889365,Chronic graft versus host disease in skin
42889392,Device power source issue
35104341,Acute lymphocytic leukaemia recurrent
36312667,Occult blood
35506506,Diabetic ulcer
35607488,Hemianopia homonymous
43562828,Pneumocystis jirovecii infection
37219849,Restrictive pulmonary disease
35406349,Otitis externa
35707657,Dental discomfort
37622494,VASCULAR CALCIFICATION
37521718,Cystopexy
37320083,Lichenoid keratosis
35204935,Foetal heart rate deceleration
35707994,Cytomegalovirus colitis
42889566,Counterfeit drug administered
36312538,BLOOD CREATINE PHOSPHOKINASE INCREASED
37521618,CAESAREAN SECTION
36316181,DRUG LEVEL ABOVE THERAPEUTIC
36617419,MENINGIOMA
36315458,BETA 2 MICROGLOBULIN INCREASED
36313259,MEAN CELL VOLUME DECREASED
37219967,ACQUIRED DIAPHRAGMATIC EVENTRATION
37019394,BLADDER SPASM
35707601,INTESTINAL POLYP
37219946,RESPIRATORY TRACT CONGESTION
35607265,EYELID PTOSIS
35607294,STRABISMUS
36818640,ABORTION THREATENED
35809152,NONSPECIFIC REACTION
36211218,EXTRADURAL HAEMATOMA
35708300,ILEAL ULCER
35104763,LYMPHOEDEMA
36312298,BLOOD PARATHYROID HORMONE INCREASED
36617316,CANCER PAIN
37521794,LUNG OPERATION
35708211,VOMITING PROJECTILE
36919043,DYSPHORIA
36617552,UTERINE CYST
36110723,PYELONEPHRITIS ACUTE
37019338,RENAL ATROPHY
36416539,UNDERWEIGHT
35506460,ADRENAL SUPPRESSION
36110468,OSTEOMYELITIS CHRONIC
36313557,BLOOD CHOLINESTERASE DECREASED
37320083,LICHENOID KERATOSIS
36313305,RETICULOCYTE COUNT DECREASED
36516762,BONE SWELLING
37520614,OSTEOTOMY
36110564,PELVIC INFECTION
35406430,OTITIS MEDIA ACUTE
35104395,CHRONIC MYELOMONOCYTIC LEUKAEMIA
37019326,HYPERTENSIVE NEPHROPATHY
36918955,NEGATIVE THOUGHTS
35607050,CORNEAL OEDEMA
36617538,OVARIAN CYST RUPTURED
35708370,SHORT-BOWEL SYNDROME
36315583,BLOOD UREA NITROGEN/CREATININE RATIO INCREASED
35708462,METASTASES TO ABDOMINAL CAVITY
36919193,HYPERSEXUALITY
37219908,COUGH DECREASED
35708536,ADENOCARCINOMA PANCREAS
35809314,INHIBITORY DRUG INTERACTION
36316152,ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC
36617204,PYOGENIC GRANULOMA
37219981,EPIGLOTTIS ULCER
37019279,URINARY TRACT INFLAMMATION
36718043,CEREBRAL MICROANGIOPATHY
36617646,OVARIAN CANCER RECURRENT
37219997,REFLUX LARYNGITIS
35809267,PRODUCT LABEL ON WRONG PRODUCT
35707640,MALOCCLUSION
42890326,RESPIRATORY TRACT OEDEMA
36416694,URAEMIC ENCEPHALOPATHY
35104783,HYPERSPLENISM
35306132,CONGENITAL VESICOURETERIC REFLUX
42890460,ACUTE PHOSPHATE NEPHROPATHY
37521836,CONTINUOUS POSITIVE AIRWAY PRESSURE
35306206,PHIMOSIS
36818680,OBSTRUCTED LABOUR
42889463,PRODUCT PHYSICAL ISSUE
36110382,MYCOTIC ANEURYSM
42889372,PATIENT-DEVICE INCOMPATIBILITY
36211266,SINUS TARSI SYNDROME
36316290,MANGANESE DECREASED
35607451,VISUAL ACUITY REDUCED TRANSIENTLY
42890574,BURNING FEET SYNDROME
35607455,ANISOMETROPIA
36617686,EPIDIDYMAL CYST
35708640,Mouth ulceration
36918992,Illusion
36316151,Antipsychotic drug level above therapeutic
35708652,Pelvic fluid collection
37622443,HYPOPERFUSION
36211326,WOUND COMPLICATION
37521048,COLOSTOMY
35809163,PURULENT DISCHARGE
36211261,MUSCLE INJURY
36617153,BENIGN BREAST NEOPLASM
36316164,CARDIOACTIVE DRUG LEVEL ABOVE THERAPEUTIC
37119619,PROSTATOMEGALY
36110348,VULVOVAGINAL CANDIDIASIS
35808869,IMPLANT SITE ABSCESS
42890036,CLOSTRIDIUM TEST POSITIVE
42889323,TONGUE PRURITUS
42889827,PERITONEAL EFFLUENT ABNORMAL
42890441,SLOW RESPONSE TO STIMULI
42890387,MACULE
35506783,THYROID MASS
37119636,GENITAL DISCHARGE
42889641,MATERNAL EXPOSURE TIMING UNSPECIFIED
42890512,SEIZURE LIKE PHENOMENA
36315493,CERULOPLASMIN DECREASED
37520707,BREAST PROSTHESIS IMPLANTATION
36918959,Autism spectrum disorder
42890173,Painful ejaculation
35406379,Inner ear disorder
36516947,Dupuytren's contracture
35506751,Hypoparathyroidism
42890649,Metastases to pelvis
37622513,Arterial haemorrhage
37119638,Genital erythema
37521813,Thoracotomy
35708467,Metastases to stomach
36617845,Non-small cell lung cancer stage IV
35104392,Myeloid leukaemia
36211690,Procedural hypertension
35606893,Iris disorder
37521809,Thoracic operation
43053807,INFUSION SITE BRUISING
36312584,GLUTAMATE DEHYDROGENASE INCREASED
35306275,Dermoid cyst
36919222,Hypochondriasis
36718402,Occipital neuralgia
37521107,Jejunostomy
36211157,Carbon monoxide poisoning
35808869,Implant site abscess
36313631,Anti-erythrocyte antibody positive
45885771,Large intestinal polypectomy
35607363,Macular scar
36313152,Red blood cell sedimentation rate decreased
35305413,Aorticopulmonary septal defect
37521591,Salpingo-oophorectomy bilateral
35708541,Pancreatic carcinoma recurrent
35707757,Dysbacteriosis
35205316,Chordae tendinae rupture
37521717,Cystocele repair
36617204,Pyogenic granuloma
35606882,Ciliary body disorder
36211319,Traumatic arthritis
35306135,Congenital genitourinary abnormality
36211676,POCKET EROSION
35305533,Progressive external ophthalmoplegia
42888987,Ventricular parasystole
35305668,Congenital inguinal hernia
36312885,BIOPSY LYMPH GLAND
36110809,MUCOCUTANEOUS LEISHMANIASIS
35707555,Anal prolapse
37320262,Acne infantile
35204924,ARRHYTHMIA
36416550,OSTEOPENIA
35809106,LOSS OF CONTROL OF LEGS
37119548,MENORRHAGIA
36009828,POLYMYALGIA RHEUMATICA
35707543,INGUINAL HERNIA
36311929,ELECTROCARDIOGRAM ST SEGMENT DEPRESSION
35406369,HYPOACUSIS
35506639,HYPOGLYCAEMIC COMA
36718218,TARDIVE DYSKINESIA
35205316,CHORDAE TENDINAE RUPTURE
37219868,PULMONARY HYPERTENSION
37019410,URINARY RETENTION
36718141,MIGRAINE
35708368,LACTOSE INTOLERANCE
35708139,DYSPEPSIA
37420593,TOBACCO USER
35708476,LIP AND/OR ORAL CAVITY CANCER
36617932,SUPERFICIAL SPREADING MELANOMA STAGE UNSPECIFIED
36919212,"SLEEP DISORDER DUE TO GENERAL MEDICAL CONDITION, INSOMNIA TYPE"
36313239,Haemoglobin abnormal
35808942,Infusion site pain
35909449,BILIARY DYSKINESIA
36718008,HAEMORRHAGE INTRACRANIAL
37019299,NEPHROPATHY
36818711,COMPLICATION OF PREGNANCY
37119492,BREAST PAIN
36617945,SKIN CANCER
35607314,ASTHENOPIA
36211374,FACE INJURY
36818760,BRONCHOPULMONARY DYSPLASIA
36110719,KIDNEY INFECTION
36009835,RHEUMATOID NODULE
36416497,HYPERCAPNIA
36516814,JOINT CREPITATION
37520890,INTRAOCULAR LENS IMPLANT
37220017,NASAL DRYNESS
36919042,Anger
36918869,Fear
37320154,Skin irritation
35607470,Diplopia
35809252,Tenderness
37521159,Dialysis
35809350,Therapeutic product ineffective
35708663,Peritonitis
36110986,Respiratory syncytial virus infection
35406392,Vertigo
35708123,Defaecation urgency
36718038,Carotid artery stenosis
37320287,INGROWING NAIL
37622465,Deep vein thrombosis
36416568,Hypomagnesaemia
36617375,Brain neoplasm malignant
37622476,Thrombophlebitis
36110719,Kidney infection
35205197,Stress cardiomyopathy
36516981,UPPER EXTREMITY MASS
42890048,Escherichia test positive
36110117,Enterococcal sepsis
36109991,Post herpetic neuralgia
35808998,Injection site macule
37420431,Marital problem
35607307,PUPIL FIXED
42889911,DOUBLE STRANDED DNA ANTIBODY POSITIVE
35607262,BLEPHAROSPASM
36009755,TOXIC SKIN ERUPTION
36311912,ELECTROCARDIOGRAM Q WAVE ABNORMAL
36517123,SYNOVIAL CYST
37320254,SKIN ULCER
35104125,PETECHIAE
35809367,DRUG WITHDRAWAL CONVULSIONS
35707932,HELICOBACTER GASTRITIS
36314250,BLOOD URIC ACID INCREASED
35104177,THROMBOTIC MICROANGIOPATHY
37622462,VENOUS THROMBOSIS
36313870,Biopsy
36315296,General physical condition abnormal
36314117,Oxygen saturation decreased
35707700,Diverticulitis
42890199,Prerenal failure
37522291,Wound drainage
36314237,Blood ketone body
42889375,Device deployment issue
36517149,Tendon disorder
36718237,Paraparesis
35306203,Hypospadias
35708538,PANCREATIC CARCINOMA
35708360,HAEMORRHOIDS
35606995,CONJUNCTIVAL HAEMORRHAGE
36919199,DYSPAREUNIA
35205064,AORTIC VALVE INCOMPETENCE
37320162,PALMAR ERYTHEMA
36516837,Myalgia
35808800,Application site erythema
36918985,"Hallucination, auditory"
35809005,Injection site pain
42889466,Product adhesion issue
37420510,Bedridden
35104236,Histiocytosis haematophagic
36918902,Obsessive-compulsive disorder
35506690,Inappropriate antidiuretic hormone secretion
37119473,Breast enlargement
37622407,Infarction
36314365,Vitamin D decreased
35506777,Thyroid disorder
37622486,Haemodynamic instability
35205077,Cardiac valve disease
35104856,Leukocytosis
36110933,Influenza
36718408,Sensory loss
35104694,Thrombotic thrombocytopenic purpura
35708242,Intestinal obstruction
37522316,Coronary angioplasty
35406309,Ear haemorrhage
36110541,Empyema
36110795,Pneumonia mycoplasmal
35104300,Extravascular haemolysis
35205322,Left atrial dilatation
36314731,JC virus test positive
35607374,Retinal pigment epithelial tear
35708172,Early satiety
36313306,Reticulocyte count increased
35406430,Otitis media acute
35104175,Hypocoagulable state
36717973,Intracranial aneurysm
36313655,Antineutrophil cytoplasmic antibody increased
36315578,Blood urea abnormal
36110588,Lobar pneumonia
35204927,Bradyarrhythmia
37622458,Post thrombotic syndrome
36313981,Transplant evaluation
36718349,Apnoeic attack
37420442,Sexual relationship change
37622402,Arterial stenosis
36516993,Soft tissue disorder
36516839,Myofascial pain syndrome
36517146,Enthesopathy
36314857,Bone density increased
36617249,Adenoma benign
35104796,Splenic infarction
35506534,Retinopathy proliferative
35406432,Otitis media chronic
35809358,Therapeutic response unexpected with drug substitution
36617877,Lung neoplasm
35909547,Haemochromatosis
37622445,Peripheral circulatory failure
42889377,Device extrusion
36919060,Antisocial behaviour
36516830,Spondylitis
36918864,Agoraphobia
36718315,DEPRESSED LEVEL OF CONSCIOUSNESS
36316280,DRUG SCREEN POSITIVE
36316380,BLOOD POTASSIUM ABNORMAL
35708343,INTESTINAL INFARCTION
36918949,DEPRESSED MOOD
36312102,PULMONARY ARTERIAL PRESSURE INCREASED
36517135,OSTEOCHONDROSIS
36718326,CENTRAL NERVOUS SYSTEM LESION
37220024,NASAL OEDEMA
36918923,DAYDREAMING
35707730,PANCREATIC ATROPHY
37622542,BLEEDING VARICOSE VEIN
37522351,THROMBECTOMY
37521614,SELECTIVE ABORTION
37521183,ARTIFICIAL CROWN PROCEDURE
35306223,CONGENITAL DIAPHRAGMATIC HERNIA
37119705,PELVIC HAEMORRHAGE
37320296,NAIL DYSTROPHY
36718227,DIAPHRAGMATIC PARALYSIS
35506768,THYROIDITIS ACUTE
36918906,PANIC DISORDER WITH AGORAPHOBIA
36211636,Pneumocephalus
35305980,Hemivertebra
37320272,ALOPECIA TOTALIS
37520693,TOE OPERATION
36718013,INTRAVENTRICULAR HAEMORRHAGE
36516961,BACK DISORDER
35708226,SMALL INTESTINAL OBSTRUCTION
37622475,Subclavian vein thrombosis
35204978,Ventricular arrhythmia
36617218,Metastases to breast
36919047,EUPHORIC MOOD
36312086,BLOOD PRESSURE SYSTOLIC DECREASED
36718399,Loss of proprioception
37420469,Victim of child abuse
36313448,Neutrophil percentage decreased
35909594,Hepatomegaly
35808971,Injection site discomfort
45885358,Stoma site haemorrhage
37521794,Lung operation
35606974,Ocular icterus
36918873,Fear of death
43562826,Fear of injection
43562920,Time perception altered
37520619,Sequestrectomy
35305505,Hereditary angioedema
35808814,Application site odour
36918911,Post-traumatic stress disorder
37019310,Renal mass
35205064,Aortic valve incompetence
42890621,Meniscal degeneration
35406366,Deafness unilateral
35104298,Haemolytic uraemic syndrome
36416482,Ketoacidosis
37622456,Embolism venous
35809089,Feeling of relaxation
36617301,Recurrent cancer
35809297,Incorrect storage of drug
35809165,Serum sickness-like reaction
36918867,Claustrophobia
37522201,Loop electrosurgical excision procedure
36312296,Blood parathyroid hormone abnormal
36211520,Blue toe syndrome
42890003,N-terminal prohormone brain natriuretic peptide increased
35607074,Iridocyclitis
36211749,Recall phenomenon
36211133,Radius fracture
36211185,PULMONARY TOXICITY
35406382,Vestibular disorder
36110611,Prostate infection
35506593,Ovarian hyperstimulation syndrome
42890379,Transient global amnesia
42890555,Subchorionic haemorrhage
36313085,Prothrombin level decreased
43053924,PRESCRIBED OVERDOSE
35808976,INJECTION SITE ERYTHEMA
35809170,UNEVALUABLE EVENT
36718541,TONIC CLONIC MOVEMENTS
36312336,BLOOD THYROID STIMULATING HORMONE INCREASED
36315540,PROTEIN TOTAL INCREASED
36311942,ELECTROCARDIOGRAM T WAVE PEAKED
35809307,ALCOHOL INTERACTION
37219930,PAINFUL RESPIRATION
36918917,WAXY FLEXIBILITY
36313697,RHEUMATOID FACTOR INCREASED
36110506,ENDOMETRITIS
36316195,IMMUNOSUPPRESSANT DRUG LEVEL INCREASED
37521637,OOPHORECTOMY
37119501,CERVICAL DYSPLASIA
36313916,NUCLEAR MAGNETIC RESONANCE IMAGING ABNORMAL
36211187,SKIN TOXICITY
35909512,HYPOPROTEINAEMIA
37320171,GRANULOMA ANNULARE
37019314,ACUTE PRERENAL FAILURE
35607465,CYANOPSIA
36416547,LOW TURNOVER OSTEOPATHY
37522181,HOSPITALISATION
36313984,BLOOD CHOLESTEROL DECREASED
35205156,TRISOMY 21
37220037,SINUS DISORDER
35506681,PITUITARY TUMOUR
36211461,DRUG ADMINISTRATION ERROR
36516965,EXTREMITY CONTRACTURE
37320333,SKIN OEDEMA
36211471,POOR QUALITY DRUG ADMINISTERED
36517018,OSTEOCHONDROMA
37520950,HAEMORRHOID OPERATION
35707999,ENTERITIS INFECTIOUS
35205022,CLUBBING
35104210,METASTASES TO BONE MARROW
36311997,PULSE PRESSURE DECREASED
36313435,NEUTROPHIL COUNT ABNORMAL
36009748,REACTION TO DRUG EXCIPIENTS
36009892,ACUTE GRAFT VERSUS HOST DISEASE IN SKIN
36718039,CEREBRAL ARTERIOSCLEROSIS
36416712,HYPOVITAMINOSIS
35506718,CARCINOID TUMOUR OF THE STOMACH
35708220,DUODENAL STENOSIS
36314622,CYTOMEGALOVIRUS TEST POSITIVE
36211287,ARTHROPOD STING
37520663,SHOULDER ARTHROPLASTY
35809129,FISTULA DISCHARGE
37320100,PRECANCEROUS SKIN LESION
35707798,DENTAL FISTULA
36516820,LOOSE BODY IN JOINT
36110376,LOWER RESPIRATORY TRACT INFECTION FUNGAL
35306253,RESPIRATORY TRACT MALFORMATION
35808907,IMPLANT SITE SWELLING
37219926,CHRONIC RESPIRATORY FAILURE
42890057,KLEBSIELLA TEST POSITIVE
36211244,TRACHEAL DEVIATION
36314182,GLYCOSYLATED HAEMOGLOBIN DECREASED
36718437,Vertigo CNS origin
42889332,Catheter site abscess
37522236,Polypectomy
35306243,Congenital cystic lung
36110435,Tinea infection
35809285,Product dosage form issue
37521402,Radical prostatectomy
35305471,FOETAL CHROMOSOME ABNORMALITY
35104734,LYMPH GLAND INFECTION
35205230,ASCITES
37320109,Dry skin
36314522,Culture wound positive
35707692,DIVERTICULUM
36110199,PSEUDOMONAL SEPSIS
36315645,BLOOD URINE PRESENT
36312388,BLOOD TESTOSTERONE INCREASED
35104644,NON-HODGKIN'S LYMPHOMA RECURRENT
35305538,EAR MALFORMATION
35809336,IDIOSYNCRATIC DRUG REACTION
36617720,NEOPLASM PROSTATE
37521751,BLADDER CATHETERISATION
37622381,ANEURYSM RUPTURED
35607333,VITREOUS DEGENERATION
36211148,ACCIDENTAL POISONING
35708185,OESOPHAGEAL FOOD IMPACTION
42890323,SPUTUM INCREASED
35707773,INTESTINAL MASS
42890046,ENTEROCOCCUS TEST POSITIVE
42890346,CEREBRAL SMALL VESSEL ISCHAEMIC DISEASE
36009714,MYCOTIC ALLERGY
35306261,Aplasia cutis congenita
36110333,Candida pneumonia
37521754,URETERAL STENT INSERTION
36211065,Fracture
35708308,LARGE INTESTINAL ULCER
37622442,Circulatory collapse
35707996,Cytomegalovirus enterocolitis
35809267,Product label on wrong product
36718187,Profound mental retardation
35104082,CONGENITAL ANAEMIA
35607357,MACULAR CYST
36315646,Cells in urine
36211739,Pulmonary air leakage
35205260,Pulmonary oedema neonatal
37522241,Prolapse repair
35506638,Hypoglycaemia unawareness
36416640,Carnitine deficiency
36315410,Albumin globulin ratio decreased
37320276,Anhidrosis
36110987,AIDS dementia complex
35607033,Conjunctivitis bacterial
35809233,COSTOVERTEBRAL ANGLE TENDERNESS
36312296,BLOOD PARATHYROID HORMONE ABNORMAL
37520708,BREAST PROSTHESIS REMOVAL
35506625,Glucose tolerance impaired in pregnancy
35205138,Right ventricle outflow tract obstruction
36110625,Perineal abscess
37019446,CYSTITIS-LIKE SYMPTOM
36316142,Antidepressant drug clearance decreased
35205122,Ectopia cordis
37522313,CAROTID ARTERY STENT INSERTION
37521904,CHONDROPLASTY
36110757,MYCOBACTERIUM ULCERANS INFECTION
35808814,APPLICATION SITE ODOUR
36416657,Partial lipodystrophy
37622457,Paradoxical embolism
37320262,ACNE INFANTILE
