DRUG_ID,REACTION_1,REACTION_2,N11,N10,N01,N00,odds_ratio,p_adj,significant
1112807,35205038,35809401,6,4328,8,74215,12.860732439926062,0.00010381526677318288,True
1112807,35205038,36211459,5,4329,22,74201,3.8955563955563957,0.01892205883382338,True
1112807,35205038,35707684,23,4311,40,74183,9.894508234748319,7.704738362708667e-13,True
1112807,35205038,36416574,8,4326,39,74184,3.517621537039013,0.0053725597349596746,True
1112807,35205038,37320154,10,4324,70,74153,2.4498810625082594,0.016067054934096825,True
1112807,35205038,35707686,28,4306,125,74098,3.8546103111936834,6.622512476946017e-08,True
1112807,35205038,42890333,15,4319,52,74171,4.9538042994282865,6.439150078650122e-06,True
1112807,35205038,35205164,102,4232,870,73353,2.0321377354800862,2.1995225107819695e-09,True
1112807,35205038,35607470,27,4307,126,74097,3.6865401837540217,2.3400726902716277e-07,True
1112807,35205038,36315262,26,4308,125,74098,3.577619312906221,6.20924643080013e-07,True
1112807,35205038,36211088,24,4310,161,74062,2.5615540920292257,0.00016122476684856903,True
1112807,35205038,35707677,7,4327,8,74215,15.00765541945921,1.3998402120343899e-05,True
1112807,35205038,35708746,19,4315,82,74141,3.9812310996806377,5.481301408026475e-06,True
1112807,35205038,36211677,14,4320,58,74165,4.143957535121328,6.386567365863983e-05,True
1112807,35205038,35708750,64,4270,245,73978,4.525729579888162,5.503708199001789e-19,True
1112807,35205038,36919209,41,4293,238,73985,2.9688598010832563,3.8639201987681075e-08,True
1112807,35205038,35708607,46,4288,143,74080,5.557353094666528,1.022138712448101e-16,True
1112807,35205038,36416696,7,4327,16,74207,7.503018835220707,0.0002913173655220052,True
1112807,35205038,37219826,113,4221,114,74109,17.403203281836433,7.421965085193853e-77,True
1112807,35205038,36516895,16,4318,66,74157,4.163375300012632,1.878166766509291e-05,True
1112807,35205038,36211267,5,4329,15,74208,5.714021714021714,0.005429079630592805,True
1112807,35205038,35707663,11,4323,6,74217,31.474554707379134,5.562997347640499e-10,True
1112807,35205038,37119492,10,4324,39,74184,4.399060698783178,0.00047555606475507454,True
1112807,35205038,36110704,17,4317,54,74169,5.408732916377113,6.073734299453403e-07,True
1112807,35205038,36516729,5,4329,13,74210,6.593279670202747,0.0033943296972009,True
1112807,35205038,35506469,6,4328,8,74215,12.860732439926062,0.00010381526677318288,True
1112807,35205038,35708584,11,4323,78,74145,2.418770796633392,0.012825379350211396,True
1112807,35205038,36211185,10,4324,9,74214,19.070305272895467,4.7294935399901556e-08,True
1112807,35205038,37119688,6,4328,13,74210,7.913763685482724,0.0006501482145949579,True
1112807,35205038,36312552,6,4328,13,74210,7.913763685482724,0.0006501482145949579,True
1112807,35205038,35909578,9,4325,27,74196,5.718381502890173,0.00019589645593600115,True
1112807,35205038,36718045,8,4326,34,74189,4.035190775339262,0.002694660146765468,True
1112807,35205038,36211131,9,4325,67,74156,2.3031800534897764,0.02951999318396573,True
1112807,35205038,36315274,25,4309,23,74200,18.717144096784285,3.509063355947794e-18,True
1112807,35205038,36718503,5,4329,22,74201,3.8955563955563957,0.01892205883382338,True
1112807,35205038,36110123,9,4325,19,74204,8.12699726194098,2.4841226017488374e-05,True
1112807,35205038,35606950,23,4311,118,74105,3.3505439376604587,6.608529301504932e-06,True
1112807,35205038,35708609,33,4301,241,73982,2.3553395379439888,4.59710886477852e-05,True
1112807,35205038,35205043,7,4327,7,74216,17.15183730067021,8.145250088784474e-06,True
1112807,35205038,36110933,46,4288,336,73887,2.359021022121535,1.6857937899729768e-06,True
1112807,35205038,37420353,13,4321,9,74214,24.80860911825966,6.636765350565298e-11,True
1112807,35205038,36009764,8,4326,30,74193,4.573462783171521,0.0014185047473728274,True
1112807,35205038,42890163,30,4304,49,74174,10.551266975191563,6.609442872413343e-17,True
1112807,35205038,36110555,14,4320,129,74094,1.8613910422049957,0.0331773254478727,True
1112807,35205038,35809166,98,4236,327,73896,5.228092973291403,2.0020353093929708e-32,True
1112807,35205038,36718182,19,4315,87,74136,3.752171654613018,1.0974056972897639e-05,True
1112807,35205038,36919235,27,4307,191,74032,2.429825062573164,0.00013841214304017,True
1112807,35205038,35809142,118,4216,612,73611,3.366454124344235,2.715942475591117e-24,True
1112807,35205038,36110689,14,4320,20,74203,12.023634259259259,4.311365744574077e-09,True
1112807,35205038,42890537,28,4306,24,74199,20.103460287970275,9.552466989321405e-21,True
1112807,35205038,37320232,7,4327,30,74193,4.000855095909406,0.005114339702371852,True
1112807,35205038,35708259,8,4326,19,74204,7.222327663819743,0.00013060809353971137,True
1112807,35205038,36311940,7,4327,24,74199,5.0014733071412065,0.0018657780512555445,True
1112807,35205038,36315697,7,4327,23,74200,5.218999005235076,0.0015360028174189156,True
1112807,35205038,37219823,9,4325,14,74209,11.030239471511148,4.283920603763642e-06,True
1112807,35205038,36516742,11,4323,38,74185,4.967523771260211,0.00010630970164447484,True
1112807,35205038,35708603,15,4319,56,74167,4.5997130618860185,1.3139656482683712e-05,True
1112807,35205038,36316012,6,4328,12,74211,8.573359519408502,0.0004765120255389269,True
1112807,35205038,36718137,5,4329,22,74201,3.8955563955563957,0.01892205883382338,True
1112807,35205038,37622545,19,4315,40,74183,8.166147161066048,8.221805680829966e-10,True
1112807,35205038,36110552,106,4228,444,73779,4.166013577437418,4.297143925359822e-28,True
1112807,35205038,37622403,51,4283,124,74099,7.1156202691812345,4.585479859204284e-22,True
1112807,35205038,35809126,19,4315,23,74200,14.205249634742305,1.0021353701510363e-12,True
1112807,35205038,35406359,38,4296,155,74068,4.226863699165015,3.864579613586151e-11,True
1112807,35205038,36313985,68,4266,466,73757,2.5229310910301836,7.170174821505832e-10,True
1112807,35205038,35809378,13,4321,19,74204,11.749862970316325,1.8655205680922523e-08,True
1112807,35205038,36009700,142,4192,323,73900,7.750129983692955,5.209688468417519e-63,True
1112807,35205038,36516757,14,4320,65,74158,3.6973361823361826,0.00017254660441632362,True
1112807,35205038,36617495,7,4327,41,74182,2.9270209180021083,0.019800548024409097,True
1112807,35205038,35708318,8,4326,39,74184,3.517621537039013,0.0053725597349596746,True
1112807,35205038,35809117,51,4283,52,74171,16.98450493004544,9.292294163388913e-35,True
1112807,35205038,37019379,6,4328,8,74215,12.860732439926062,0.00010381526677318288,True
1112807,35205038,35707648,10,4324,5,74218,34.328399629972246,2.3424861974759496e-09,True
1112807,35205038,36110026,95,4239,363,73860,4.5599792559838885,9.789809955031262e-28,True
1112807,35205038,36718526,58,4276,551,73672,1.813598542661612,8.348818465913642e-05,True
1112807,35205038,36918861,35,4299,205,74018,2.9395718800174744,4.3863572899853467e-07,True
1112807,35205038,37622417,5,4329,17,74206,5.041647982824453,0.008186185805628342,True
1112807,35205038,37220037,23,4311,90,74133,4.394595221526328,1.4384113473760575e-07,True
1112807,35205038,35809174,14,4320,101,74122,2.378318665199853,0.006102802617817622,True
1112807,35205038,37320109,28,4306,277,73946,1.7358768974866738,0.008261577614227238,True
1112807,35205038,37219962,11,4323,4,74219,47.213104325699746,7.746976768775744e-11,True
1112807,35205038,35708548,5,4329,12,74211,7.142815892815893,0.002611993114151066,True
1112807,35205038,35809079,318,4016,1677,72546,3.425419965932335,8.38489504508628e-64,True
1112807,35205038,35506530,9,4325,28,74195,5.5140792733278285,0.00024270711227628014,True
1112807,35205038,35809221,21,4313,64,74159,5.64187847785764,1.7075025785602998e-08,True
1112807,35205038,35809387,14,4320,77,74146,3.1206228956228954,0.0007227866215188282,True
1112807,35205038,37119782,6,4328,27,74196,3.809611829944547,0.011301151330316247,True
1112807,35205038,36313091,15,4319,61,74162,4.222402726799995,2.9687032041001155e-05,True
1112807,35205038,35707652,5,4329,5,74218,17.144375144375143,0.00017703868700864517,True
1112807,35205038,36516728,75,4259,280,73943,4.650425150102304,1.3566177743349722e-22,True
1112807,35205038,35809207,26,4308,87,74136,5.1428937341914,1.6942736487179136e-09,True
1112807,35205038,36211255,8,4326,7,74216,19.60663100191533,9.74972900593385e-07,True
1112807,35205038,37320127,39,4295,123,74100,5.470342712740282,3.311848377196338e-14,True
1112807,35205038,37521840,5,4329,7,74216,12.245652245652245,0.0004735706466312324,True
1112807,35205038,35205242,7,4327,38,74185,3.158229233819469,0.014365504156314818,True
1112807,35205038,36617199,7,4327,9,74214,13.339958400739542,2.2898285635356727e-05,True
1112807,35205038,36617459,11,4323,76,74147,2.4824896209990626,0.010972357316445107,True
1112807,35205038,42890323,9,4325,8,74215,19.304479768786127,2.1387041339130353e-07,True
1112807,35205038,36718472,5,4329,3,74220,28.574728574728574,4.739113353549239e-05,True
1112807,35205038,36718583,7,4327,19,74204,6.318076216656733,0.0006398456504440033,True
1112807,35205038,36110917,7,4327,21,74202,5.7162006008782065,0.001012699389630473,True
1112807,35205038,36516924,7,4327,5,74218,24.013219320545414,2.272857737477698e-06,True
1112807,35205038,36516726,12,4322,9,74214,22.894956038870895,6.167554783030614e-10,True
1112807,35205038,36110918,50,4284,292,73931,2.9550461737206297,1.5711255064347366e-09,True
1112807,35205038,35809321,5,4329,19,74204,4.510826616089774,0.011778474133383355,True
1112807,35205038,37220043,5,4329,15,74208,5.714021714021714,0.005429079630592805,True
1112807,35205038,37320199,24,4310,263,73960,1.5659400280539553,0.035524302381997025,True
1112807,35205038,37622418,10,4324,70,74153,2.4498810625082594,0.016067054934096825,True
1112807,35205038,35506537,6,4328,25,74198,4.11449168207024,0.008411987484973902,True
1112807,35205038,37219961,15,4319,18,74205,14.31755035887937,2.381186584908067e-10,True
1112807,35205038,42890501,134,4200,205,74018,11.519642276422765,2.5828764830648694e-75,True
1112807,35205038,35809163,36,4298,29,74194,21.429245358707337,5.599299660355844e-27,True
1112807,35205038,37622504,36,4298,19,74204,32.71220396267542,1.3659683357926074e-30,True
1112807,35205038,36919129,47,4287,319,73904,2.539929348259263,2.2244271503806937e-07,True
1112807,35205038,36315486,30,4304,173,74050,2.983513118593807,2.163297534348567e-06,True
1112807,35205038,36313983,12,4322,66,74157,3.119641580076564,0.0016949245536580526,True
1112807,35205038,35707639,26,4308,39,74184,11.48003714020427,1.9543973863112076e-15,True
1112807,35205038,36316343,17,4317,81,74142,3.604509304300826,4.7442500423729416e-05,True
1112807,35205038,36416563,27,4307,190,74033,2.442646609558491,0.00012859167726228472,True
1112807,35205038,35607461,14,4320,12,74211,20.041550925925925,6.074895408391289e-11,True
1112807,35205038,35708138,6,4328,19,74204,5.41424263060609,0.0028832590116027153,True
1112807,35205038,36919052,14,4320,57,74166,4.216715399610137,5.477044796587452e-05,True
1112807,35205038,36110682,8,4326,40,74183,3.4296347665279705,0.006088352494425488,True
1112807,35205038,36516909,24,4310,89,74134,4.638327380797206,3.436949658412735e-08,True
1112807,35205038,36517076,61,4273,81,74142,13.067009907169046,5.702833588590769e-37,True
1112807,35205038,35707660,41,4293,102,74121,6.940073443773037,1.106111612104435e-17,True
1112807,35205038,36211269,19,4315,101,74122,3.2314583022612804,6.0631175710490214e-05,True
1112807,35205038,36617945,16,4318,71,74152,3.8699189113374084,3.8962886464838516e-05,True
1112807,35205038,36110438,13,4321,15,74208,14.883962045822726,2.8321414752066646e-09,True
1112807,35205038,36718298,27,4307,275,73948,1.6857090993520063,0.012824267757472455,True
1112807,35205038,35607150,11,4323,41,74182,4.603860237075653,0.00018213673820307428,True
1112807,35205038,36211311,18,4316,173,74050,1.7851307408379629,0.024062034134924734,True
1112807,35205038,36110201,5,4329,30,74193,2.8564333564333566,0.04996584674996218,True
1112807,35205038,35809100,31,4303,230,73993,2.3176782628904,9.84256972171002e-05,True
1112807,35205038,35708038,27,4307,177,74046,2.6225104579458747,4.658854435855492e-05,True
1112807,35205038,35506448,5,4329,13,74210,6.593279670202747,0.0033943296972009,True
1112807,35205038,35707869,43,4291,483,73740,1.5299102121875774,0.009455189731685992,True
1112807,35205038,36516876,123,4211,817,73406,2.6243960345158843,1.181882749656063e-17,True
1112807,35205038,37219844,51,4283,84,74139,10.509681131383209,6.9258656706552975e-28,True
1112807,35205038,36718615,6,4328,4,74219,25.722851201478743,1.0348272018250869e-05,True
1112807,35205038,36516951,246,4088,1217,73006,3.609875266728521,2.213372570672045e-53,True
1112807,35205038,35708606,7,4327,36,74187,3.3337762884215394,0.011392931384842023,True
1112807,35205038,36516930,45,4289,79,74144,9.847032886601285,6.995720278618571e-24,True
1112807,35205038,36516738,53,4281,80,74143,11.473893366035973,2.7808253799514004e-30,True
1112807,35205038,36109964,6,4328,8,74215,12.860732439926062,0.00010381526677318288,True
1112807,35205038,35606974,9,4325,20,74203,7.720543352601156,3.3529832093081e-05,True
1112807,35205038,35607358,14,4320,102,74121,2.3549700435729846,0.006566179573287003,True
1112807,35205038,37320198,32,4302,225,73998,2.4463412366341237,3.190257835279458e-05,True
1112807,35205038,35708360,48,4286,180,74043,4.6068128791413905,7.933630009741014e-15,True
1112807,35205038,35506790,9,4325,72,74151,2.143092485549133,0.04157627457269398,True
1112807,35205038,36211529,14,4320,40,74183,6.01019675925926,2.243611997831482e-06,True
1112807,35205038,36315272,9,4325,55,74168,2.806146085128744,0.010907408610664533,True
1112807,35205038,36316089,7,4327,7,74216,17.15183730067021,8.145250088784474e-06,True
1112807,35205038,35406403,7,4327,8,74215,15.00765541945921,1.3998402120343899e-05,True
1112807,35205038,36516874,6,4328,13,74210,7.913763685482724,0.0006501482145949579,True
1112807,35205038,37522279,8,4326,46,74177,2.9820498904500594,0.012004962361047707,True
