reaction_id,cluster_id,cluster_size
37320109,131,1
36718353,132,1
43562826,133,1
35809076,134,1
35809008,135,1
36211088,136,1
36211312,137,1
45885661,138,1
42889310,139,1
36110682,140,1
35205038,141,1
36009783,142,1
37219822,143,1
36617436,144,1
36110736,145,1
35708633,146,1
35406398,147,1
36110530,148,1
37219829,149,1
36718280,150,1
36110697,151,1
36718404,152,1
37219945,153,1
36718067,154,1
36718449,155,1
37320287,156,1
35809401,157,1
35707684,158,1
36416574,159,1
37320154,160,1
35707686,161,1
42890333,162,1
35205164,163,1
35607470,164,1
36315262,165,1
35707677,166,1
35708746,167,1
36211677,168,1
35708750,169,1
35708607,170,1
36416696,171,1
37219826,172,1
36516895,173,1
36211267,174,1
35707663,175,1
37119492,176,1
36110704,177,1
36516729,178,1
35506469,179,1
35708584,180,1
36211185,181,1
37119688,182,1
36312552,183,1
35909578,184,1
36718045,185,1
36211131,186,1
36315274,187,1
36718503,188,1
36110123,189,1
35606950,190,1
35708609,191,1
35205043,192,1
37420353,193,1
36009764,194,1
42890163,195,1
35809166,196,1
36718182,197,1
36919235,198,1
36110689,199,1
42890537,200,1
37320232,201,1
35708259,202,1
36311940,203,1
36315697,204,1
37219823,205,1
36516742,206,1
35708603,207,1
36316012,208,1
36718137,209,1
36110552,210,1
37622403,211,1
35809126,212,1
35406359,213,1
35809378,214,1
36009700,215,1
36617495,216,1
35708318,217,1
35809117,218,1
37019379,219,1
35707648,220,1
36110026,221,1
36718526,222,1
37622417,223,1
37220037,224,1
37219962,225,1
35708548,226,1
35809079,227,1
35506530,228,1
35809221,229,1
35809387,230,1
37119782,231,1
36313091,232,1
35707652,233,1
35809207,234,1
36211255,235,1
37320127,236,1
37521840,237,1
35205242,238,1
36617199,239,1
36617459,240,1
42890323,241,1
36718472,242,1
36718583,243,1
36110917,244,1
36516924,245,1
36516726,246,1
36110918,247,1
35809321,248,1
37220043,249,1
37320199,250,1
37622418,251,1
35506537,252,1
37219961,253,1
42890501,254,1
35809163,255,1
37622504,256,1
36919129,257,1
36315486,258,1
36313983,259,1
35707639,260,1
36316343,261,1
36416563,262,1
35607461,263,1
35708138,264,1
36919052,265,1
36516909,266,1
36517076,267,1
35707660,268,1
36211269,269,1
36617945,270,1
36110438,271,1
36718298,272,1
35607150,273,1
36211311,274,1
36110201,275,1
35809100,276,1
35708038,277,1
35506448,278,1
35707869,279,1
37219844,280,1
36718615,281,1
35708606,282,1
36516930,283,1
36109964,284,1
35606974,285,1
35607358,286,1
37320198,287,1
35708360,288,1
35506790,289,1
36211529,290,1
36315272,291,1
36316089,292,1
35406403,293,1
36516874,294,1
37522279,295,1
35809075,296,1
36416532,297,1
37119468,298,1
35205345,299,1
36718427,300,1
37119780,301,1
37521144,302,1
36617936,303,1
37521846,304,1
35708168,305,1
36009859,306,1
35205173,307,1
37119607,308,1
35809377,309,1
36516905,310,1
36315471,311,1
36516975,312,1
35205168,313,1
37220008,314,1
37019404,315,1
36516814,316,1
36211137,317,1
37219856,318,1
35506811,319,1
36311923,320,1
35809134,321,1
35909445,322,1
36416638,323,1
36919117,324,1
35707991,325,1
36211260,326,1
37119476,327,1
37320254,328,1
37219898,329,1
36919103,330,1
36718595,331,1
37320268,332,1
37219937,333,1
36516760,334,1
37219832,335,1
42889129,336,1
36211123,337,1
42889650,338,1
36617920,339,1
36110954,340,1
36110243,341,1
36009711,342,1
35205094,343,1
35406308,344,1
35708159,345,1
37320295,346,1
36315539,347,1
37622384,348,1
35506742,349,1
37622394,350,1
36009756,351,1
35708151,352,1
35205348,353,1
36311995,354,1
36211383,355,1
35506540,356,1
36312018,357,1
