reaction_id,cluster_id,cluster_size
36516865,1650,1
37622492,1651,1
35104085,1652,1
36416599,1653,1
36919197,1654,1
36919165,1655,1
35607492,1656,1
35808984,1657,1
36718013,1658,1
36718146,1659,1
36718303,1660,1
35607123,1661,1
36312568,1662,1
37219850,1663,1
35104768,1664,1
42889670,1665,1
36718151,1666,1
36211492,1667,1
36009754,1668,1
42889466,1669,1
35506808,1670,1
36617488,1671,1
35708044,1672,1
37521041,1673,1
35708070,1674,1
35707713,1675,1
35909442,1676,1
35707714,1677,1
35708538,1678,1
35708291,1679,1
35708310,1680,1
36818634,1681,1
36818844,1682,1
36818833,1683,1
36718311,1684,1
35708270,1685,1
36211489,1686,1
35406443,1687,1
35406324,1688,1
36211259,1689,1
37320167,1690,1
36315155,1691,1
36211326,1692,1
35607410,1693,1
36311946,1694,1
35506587,1695,1
45886444,1696,1
35306064,1697,1
36211197,1698,1
35808960,1699,1
35808965,1700,1
35808985,1701,1
36009819,1702,1
36313679,1703,1
42889911,1704,1
36313659,1705,1
36009843,1706,1
37019305,1707,1
35909613,1708,1
35104397,1709,1
36211466,1710,1
35707999,1711,1
36718530,1712,1
36718531,1713,1
35506613,1714,1
36818683,1715,1
36818784,1716,1
35808971,1717,1
35809248,1718,1
42889673,1719,1
36617239,1720,1
35607370,1721,1
36110225,1722,1
36718540,1723,1
36717962,1724,1
35809288,1725,1
35809293,1726,1
36416513,1727,1
35506488,1728,1
35909635,1729,1
35306167,1730,1
36313529,1731,1
36918957,1732,1
35808997,1733,1
36110691,1734,1
42889658,1735,1
42889626,1736,1
37219981,1737,1
37219994,1738,1
35707540,1739,1
36110464,1740,1
36312617,1741,1
36211261,1742,1
36110683,1743,1
35809106,1744,1
35809232,1745,1
36313799,1746,1
45885863,1747,1
36516839,1748,1
35607089,1749,1
35104736,1750,1
35708110,1751,1
36416581,1752,1
36818757,1753,1
35708641,1754,1
36211451,1755,1
36818829,1756,1
35708631,1757,1
36617351,1758,1
35707975,1759,1
42889555,1760,1
35809015,1761,1
36211481,1762,1
36718117,1763,1
35808981,1764,1
35809004,1765,1
42889395,1766,1
35809003,1767,1
35809007,1768,1
35808987,1769,1
36110569,1770,1
36110162,1771,1
36110563,1772,1
36110627,1773,1
36110585,1774,1
36313583,1775,1
36110413,1776,1
35809239,1777,1
36315484,1778,1
36313177,1779,1
36110154,1780,1
36110415,1781,1
35909508,1782,1
42889505,1783,1
36110019,1784,1
36211694,1785,1
37019250,1786,1
35909409,1787,1
36009828,1788,1
36009847,1789,1
36211282,1790,1
36211066,1791,1
37219854,1792,1
36211067,1793,1
36110089,1794,1
36211118,1795,1
37420529,1796,1
37622471,1797,1
36516795,1798,1
36211132,1799,1
36718098,1800,1
36919199,1801,1
36211135,1802,1
37219967,1803,1
37520685,1804,1
36211546,1805,1
36918944,1806,1
42889655,1807,1
36516803,1808,1
37520662,1809,1
37521353,1810,1
36718498,1811,1
36516786,1812,1
37320318,1813,1
36516990,1814,1
36918846,1815,1
42889398,1816,1
42890829,1817,1
36211504,1818,1
37119655,1819,1
36718599,1820,1
37622399,1821,1
36110670,1822,1
37119544,1823,1
36211304,1824,1
37320311,1825,1
36617195,1826,1
36313745,1827,1
37622455,1828,1
36211098,1829,1
36918874,1830,1
36516833,1831,1
36211595,1832,1
36211062,1833,1
36517134,1834,1
45886450,1835,1
37420362,1836,1
36918936,1837,1
36919225,1838,1
37521537,1839,1
36818840,1840,1
36211105,1841,1
36110039,1842,1
37119623,1843,1
36919212,1844,1
36718183,1845,1
36516967,1846,1
35708162,1847,1
37019460,1848,1
35104113,1849,1
35104119,1850,1
35104812,1851,1
35104461,1852,1
35104874,1853,1
35607031,1854,1
35204954,1855,1
36110763,1856,1
45885772,1857,1
42890549,1858,1
36211073,1859,1
35707508,1860,1
35708368,1861,1
36919070,1862,1
36211241,1863,1
37622433,1864,1
36918982,1865,1
36718272,1866,1
36315595,1867,1
35204903,1868,1
35707642,1869,1
35707667,1870,1
35707662,1871,1
35707678,1872,1
35707984,1873,1
35607157,1874,1
35607414,1875,1
35607402,1876,1
45885677,1877,1
35204998,1878,1
36314731,1879,1
36919108,1880,1
35506690,1881,1
35708705,1882,1
35707574,1883,1
35707576,1884,1
35808952,1885,1
35808942,1886,1
35104738,1887,1
35607306,1888,1
35506503,1889,1
35104104,1890,1
36009813,1891,1
35205021,1892,1
36311918,1893,1
35506586,1894,1
37119532,1895,1
36313301,1896,1
35506481,1897,1
35809137,1898,1
35205223,1899,1
35909425,1900,1
36211209,1901,1
36110075,1902,1
36416524,1903,1
36313857,1904,1
35305965,1905,1
35808847,1906,1
35506514,1907,1
37320305,1908,1
37521473,1909,1
37019332,1910,1
43054017,1911,1
36313254,1912,1
36516897,1913,1
36718544,1914,1
36718198,1915,1
35809325,1916,1
36718197,1917,1
36617565,1918,1
36718259,1919,1
35809110,1920,1
36919083,1921,1
36718178,1922,1
36718587,1923,1
36516981,1924,1
36718234,1925,1
36517131,1926,1
37520678,1927,1
37522318,1928,1
37119537,1929,1
36718114,1930,1
43053976,1931,1
37622497,1932,1
35708158,1933,1
35607121,1934,1
36718579,1935,1
36718238,1936,1
36617334,1937,1
35104794,1938,1
35204956,1939,1
36110266,1940,1
35607075,1941,1
35104871,1942,1
36211681,1943,1
35104748,1944,1
35204963,1945,1
35204968,1946,1
35909471,1947,1
35406429,1948,1
35104763,1949,1
36110125,1950,1
35707849,1951,1
37520999,1952,1
37521115,1953,1
37521048,1954,1
35607265,1955,1
37522356,1956,1
37522317,1957,1
37521159,1958,1
43562865,1959,1
42890469,1960,1
36718607,1961,1
36718552,1962,1
42890491,1963,1
36718324,1964,1
36718358,1965,1
36918912,1966,1
36918968,1967,1
42889648,1968,1
42890330,1969,1
36211283,1970,1
43053892,1971,1
36211232,1972,1
36312335,1973,1
35809305,1974,1
36312486,1975,1
37622472,1976,1
36009704,1977,1
35708623,1978,1
36009724,1979,1
42889439,1980,1
37320316,1981,1
35607142,1982,1
36211463,1983,1
35607006,1984,1
36211223,1985,1
36718155,1986,1
42890516,1987,1
36110435,1988,1
35808824,1989,1
35808831,1990,1
36211309,1991,1
35104181,1992,1
37420567,1993,1
35406320,1994,1
36009850,1995,1
36110588,1996,1
36009799,1997,1
36110978,1998,1
36110124,1999,1
37119545,2000,1
36918926,2001,1
35104378,2002,1
43562777,2003,1
36818729,2004,1
35306200,2005,1
35305707,2006,1
35305407,2007,1
35809370,2008,1
35909418,2009,1
35909483,2010,1
37019393,2011,1
36818708,2012,1
36617836,2013,1
36516845,2014,1
35607297,2015,1
36313220,2016,1
36313239,2017,1
35204961,2018,1
35204980,2019,1
36718190,2020,1
37420520,2021,1
35707758,2022,1
35707607,2023,1
35607421,2024,1
35204930,2025,1
35809042,2026,1
36110557,2027,1
35406309,2028,1
37520620,2029,1
36919145,2030,1
35205106,2031,1
35506754,2032,1
35607294,2033,1
37522357,2034,1
35205001,2035,1
36110468,2036,1
36254981,2037,1
45885708,2038,1
36918905,2039,1
35809333,2040,1
43053924,2041,1
36312382,2042,1
36919158,2043,1
45885570,2044,1
36211603,2045,1
45885695,2046,1
36314765,2047,1
37420593,2048,1
42889473,2049,1
36918985,2050,1
36918952,2051,1
36718293,2052,1
36919105,2053,1
37219932,2054,1
37019444,2055,1
37219958,2056,1
36718610,2057,1
42890529,2058,1
37320253,2059,1
36617522,2060,1
37119477,2061,1
37019462,2062,1
36516825,2063,1
36617305,2064,1
36718593,2065,1
36517135,2066,1
36517126,2067,1
35808986,2068,1
37320206,2069,1
35707839,2070,1
36315416,2071,1
36818823,2072,1
42889634,2073,1
35104098,2074,1
35808978,2075,1
43053871,2076,1
35909564,2077,1
37521158,2078,1
37521188,2079,1
37521235,2080,1
37522140,2081,1
37520617,2082,1
42890546,2083,1
35607262,2084,1
36516971,2085,1
35607160,2086,1
35607475,2087,1
35204933,2088,1
35104091,2089,1
35204931,2090,1
36009824,2091,1
37320333,2092,1
43562716,2093,1
37320338,2094,1
37622515,2095,1
37320091,2096,1
35707781,2097,1
36009901,2098,1
35809141,2099,1
35809071,2100,1
35607286,2101,1
35707867,2102,1
36211262,2103,1
37420355,2104,1
35104709,2105,1
36617902,2106,1
35205007,2107,1
36516965,2108,1
36516773,2109,1
35104075,2110,1
36312237,2111,1
36211114,2112,1
36718299,2113,1
35506529,2114,1
35707778,2115,1
36312076,2116,1
36818743,2117,1
35708749,2118,1
36718004,2119,1
35909439,2120,1
42889194,2121,1
36718201,2122,1
36718181,2123,1
35809342,2124,1
37019371,2125,1
36416559,2126,1
35708266,2127,1
37320237,2128,1
35104236,2129,1
36110371,2130,1
36617245,2131,1
35205023,2132,1
35707521,2133,1
36718243,2134,1
36009708,2135,1
36416698,2136,1
35205027,2137,1
35607272,2138,1
37522310,2139,1
35506654,2140,1
35204902,2141,1
35708736,2142,1
37622458,2143,1
35707932,2144,1
36516863,2145,1
35707852,2146,1
37520683,2147,1
35104791,2148,1
37320090,2149,1
35808822,2150,1
35808828,2151,1
35607189,2152,1
36315296,2153,1
36516866,2154,1
37219879,2155,1
36718286,2156,1
35104187,2157,1
35406375,2158,1
35809213,2159,1
37320100,2160,1
36718228,2161,1
35809158,2162,1
36110432,2163,1
35707822,2164,1
35707834,2165,1
36818746,2166,1
36110723,2167,1
35707688,2168,1
37019302,2169,1
35809078,2170,1
37219838,2171,1
37119654,2172,1
37520664,2173,1
36516843,2174,1
36211087,2175,1
43562708,2176,1
42890355,2177,1
36918902,2178,1
37520638,2179,1
37521662,2180,1
37520656,2181,1
36516834,2182,1
42890543,2183,1
35808970,2184,1
35506494,2185,1
36718061,2186,1
36313151,2187,1
43054192,2188,1
36919031,2189,1
37320229,2190,1
35707775,2191,1
36313372,2192,1
35104853,2193,1
36110590,2194,1
36314851,2195,1
35606910,2196,1
36255014,2197,1
35909440,2198,1
35607314,2199,1
37019452,2200,1
36009737,2201,1
35104323,2202,1
37220016,2203,1
36314008,2204,1
36109980,2205,1
36009685,2206,1
35708190,2207,1
36312236,2208,1
35909669,2209,1
35909665,2210,1
35205009,2211,1
36718277,2212,1
36918999,2213,1
35808998,2214,1
37320281,2215,1
36617644,2216,1
37521313,2217,1
37220061,2218,1
35809095,2219,1
37320130,2220,1
36253682,2221,1
36316153,2222,1
36211474,2223,1
36211402,2224,1
36009748,2225,1
36919066,2226,1
36312234,2227,1
35809212,2228,1
35809085,2229,1
36211287,2230,1
36416680,2231,1
36313152,2232,1
43562700,2233,1
35708054,2234,1
35506749,2235,1
35506788,2236,1
35406394,2237,1
36919049,2238,1
37320125,2239,1
37119648,2240,1
37119473,2241,1
36110679,2242,1
35809307,2243,1
43562832,2244,1
35707960,2245,1
35809111,2246,1
35707561,2247,1
36718193,2248,1
35909444,2249,1
36313699,2250,1
42889463,2251,1
35708575,2252,1
35506562,2253,1
35406381,2254,1
36211467,2255,1
36818632,2256,1
36009918,2257,1
35607445,2258,1
35909642,2259,1
36718123,2260,1
35104177,2261,1
36110771,2262,1
35305701,2263,1
35305705,2264,1
35305406,2265,1
35606991,2266,1
35607359,2267,1
36617554,2268,1
35406325,2269,1
35406360,2270,1
36516929,2271,1
35708625,2272,1
36416554,2273,1
37420550,2274,1
35809156,2275,1
37521336,2276,1
35708539,2277,1
42889230,2278,1
36718220,2279,1
35708148,2280,1
43562706,2281,1
42890123,2282,1
37320300,2283,1
37520970,2284,1
37219890,2285,1
35809168,2286,1
37220006,2287,1
37320345,2288,1
35205276,2289,1
35708016,2290,1
36110059,2291,1
35909593,2292,1
35707858,2293,1
35607478,2294,1
35506691,2295,1
36311994,2296,1
35406430,2297,1
36416585,2298,1
36516790,2299,1
37019458,2300,1
36718233,2301,1
36919232,2302,1
35305423,2303,1
35707695,2304,1
35909469,2305,1
35204947,2306,1
36110951,2307,1
35606854,2308,1
35607334,2309,1
36416567,2310,1
35607378,2311,1
35104351,2312,1
36718469,2313,1
36718391,2314,1
35809355,2315,1
35607318,2316,1
35809154,2317,1
35104120,2318,1
35808801,2319,1
35808816,2320,1
35506682,2321,1
36211181,2322,1
35104191,2323,1
36110655,2324,1
35104071,2325,1
36110712,2326,1
36313379,2327,1
36313449,2328,1
35506555,2329,1
35607345,2330,1
36110611,2331,1
36918855,2332,1
35707981,2333,1
35809102,2334,1
37019443,2335,1
36009837,2336,1
37520645,2337,1
36516849,2338,1
36718279,2339,1
43053807,2340,1
37119550,2341,1
37522129,2342,1
42890194,2343,1
36918910,2344,1
42889445,2345,1
35808982,2346,1
42889344,2347,1
42890441,2348,1
36617163,2349,1
37320221,2350,1
37320324,2351,1
35205067,2352,1
45886260,2353,1
35506621,2354,1
36009834,2355,1
36311823,2356,1
36311806,2357,1
36110554,2358,1
43053786,2359,1
35708303,2360,1
36211703,2361,1
37521014,2362,1
35809039,2363,1
35607109,2364,1
35305401,2365,1
35305706,2366,1
35205342,2367,1
35305560,2368,1
35305397,2369,1
35305493,2370,1
35305413,2371,1
36516862,2372,1
35305649,2373,1
35104078,2374,1
35708089,2375,1
35708136,2376,1
37119542,2377,1
35607491,2378,1
37320204,2379,1
35104103,2380,1
36919231,2381,1
35607367,2382,1
35506730,2383,1
42889633,2384,1
37320202,2385,1
35707920,2386,1
35708730,2387,1
43053834,2388,1
36314123,2389,1
36314129,2390,1
42889572,2391,1
36718431,2392,1
36918924,2393,1
36316167,2394,1
36211626,2395,1
37019261,2396,1
35104669,2397,1
35104165,2398,1
42888930,2399,1
35708294,2400,1
35104740,2401,1
35707599,2402,1
35204958,2403,1
35707862,2404,1
35708742,2405,1
35909547,2406,1
36617325,2407,1
36110149,2408,1
35104186,2409,1
36110145,2410,1
35104302,2411,1
36312667,2412,1
36316380,2413,1
35708132,2414,1
35708687,2415,1
35708686,2416,1
35104229,2417,1
35104730,2418,1
35808852,2419,1
35104175,2420,1
37019455,2421,1
35104304,2422,1
37420527,2423,1
36718389,2424,1
45885929,2425,1
37219965,2426,1
36316195,2427,1
36316349,2428,1
36316377,2429,1
37080795,2430,1
35909454,2431,1
35204957,2432,1
35204940,2433,1
35104879,2434,1
37520642,2435,1
36211257,2436,1
37520714,2437,1
37522373,2438,1
36211128,2439,1
36517019,2440,1
36315866,2441,1
37522188,2442,1
36313548,2443,1
43053860,2444,1
37320201,2445,1
36211199,2446,1
36009732,2447,1
35707792,2448,1
35707872,2449,1
35707579,2450,1
35707891,2451,1
36009878,2452,1
35104405,2453,1
35707806,2454,1
35205152,2455,1
35808962,2456,1
35104688,2457,1
36211208,2458,1
35708655,2459,1
35708611,2460,1
37119638,2461,1
35809006,2462,1
42889501,2463,1
35809018,2464,1
35808977,2465,1
36009750,2466,1
37019394,2467,1
42889666,2468,1
37019408,2469,1
36918891,2470,1
36718080,2471,1
45885924,2472,1
36313475,2473,1
37119696,2474,1
43562920,2475,1
35809268,2476,1
37019309,2477,1
35737823,2478,1
42889376,2479,1
35909435,2480,1
35708754,2481,1
35104070,2482,1
36718269,2483,1
36211684,2484,1
35104178,2485,1
35123101,2486,1
35204977,2487,1
35809119,2488,1
35204976,2489,1
36617237,2490,1
42889118,2491,1
35707937,2492,1
35305505,2493,1
42889309,2494,1
35809073,2495,1
37622426,2496,1
35506689,2497,1
36211190,2498,1
35707989,2499,1
36717973,2500,1
36516772,2501,1
35707732,2502,1
35606973,2503,1
36718442,2504,1
35305937,2505,1
36211391,2506,1
35808800,2507,1
35406373,2508,1
35205109,2509,1
36314886,2510,1
36211090,2511,1
35708031,2512,1
35708612,2513,1
35104858,2514,1
37320115,2515,1
35708059,2516,1
36316138,2517,1
35205133,2518,1
36211689,2519,1
36818682,2520,1
35708072,2521,1
35708073,2522,1
35708213,2523,1
36211649,2524,1
35708135,2525,1
36316182,2526,1
37521016,2527,1
35708238,2528,1
35708313,2529,1
35708370,2530,1
37119743,2531,1
35708079,2532,1
35708254,2533,1
42889235,2534,1
35708287,2535,1
35708311,2536,1
35708648,2537,1
35708204,2538,1
35708331,2539,1
37521056,2540,1
35708300,2541,1
43053710,2542,1
37520723,2543,1
37119602,2544,1
36416549,2545,1
35607284,2546,1
36315289,2547,1
36918876,2548,1
36111056,2549,1
37320102,2550,1
36313781,2551,1
37119626,2552,1
36313350,2553,1
36110248,2554,1
36314400,2555,1
36918935,2556,1
42889278,2557,1
36919104,2558,1
36211758,2559,1
42890076,2560,1
36919016,2561,1
37520890,2562,1
43053909,2563,1
35808963,2564,1
36211586,2565,1
36211596,2566,1
36211306,2567,1
36516882,2568,1
36818772,2569,1
35104174,2570,1
35809043,2571,1
35808826,2572,1
35808810,2573,1
35808825,2574,1
36316367,2575,1
35909542,2576,1
36211086,2577,1
45885923,2578,1
36009707,2579,1
37219785,2580,1
35305823,2581,1
35104101,2582,1
36314085,2583,1
35809231,2584,1
36316031,2585,1
35707771,2586,1
35809397,2587,1
37521042,2588,1
42889497,2589,1
37420369,2590,1
36416517,2591,1
35809297,2592,1
37520631,2593,1
37521523,2594,1
36211284,2595,1
36516940,2596,1
37220046,2597,1
35708688,2598,1
35708337,2599,1
36919130,2600,1
35607053,2601,1
35204905,2602,1
37019397,2603,1
37320153,2604,1
36517148,2605,1
42890354,2606,1
35707601,2607,1
35707936,2608,1
35204939,2609,1
35809315,2610,1
35707803,2611,1
36818771,2612,1
36516831,2613,1
36312545,2614,1
35708616,2615,1
35808790,2616,1
35808827,2617,1
36315029,2618,1
35104676,2619,1
36211130,2620,1
35606966,2621,1
35104298,2622,1
36314064,2623,1
36315646,2624,1
36211320,2625,1
36718167,2626,1
36211315,2627,1
36211321,2628,1
36717997,2629,1
36718457,2630,1
37521542,2631,1
36311846,2632,1
36776531,2633,1
36818713,2634,1
35708277,2635,1
37521049,2636,1
36416676,2637,1
35607494,2638,1
35204955,2639,1
37520728,2640,1
43562697,2641,1
35707809,2642,1
37119721,2643,1
35909472,2644,1
36818755,2645,1
36110492,2646,1
35104129,2647,1
35104806,2648,1
35708637,2649,1
36211428,2650,1
36110587,2651,1
35104306,2652,1
35909601,2653,1
35305516,2654,1
35305959,2655,1
35306075,2656,1
35909432,2657,1
35809246,2658,1
35104159,2659,1
36211258,2660,1
35607312,2661,1
37320129,2662,1
36919122,2663,1
45885569,2664,1
37119724,2665,1
42889461,2666,1
36718007,2667,1
37522316,2668,1
42890819,2669,1
35909459,2670,1
36110119,2671,1
35205012,2672,1
35204987,2673,1
37520737,2674,1
35909462,2675,1
42890952,2676,1
37119612,2677,1
35708757,2678,1
35205171,2679,1
35708030,2680,1
37220057,2681,1
35707768,2682,1
36211134,2683,1
35204969,2684,1
35606949,2685,1
36717995,2686,1
35104308,2687,1
36211206,2688,1
37622513,2689,1
36313544,2690,1
35607035,2691,1
36316376,2692,1
35104728,2693,1
36312161,2694,1
36617756,2695,1
35406390,2696,1
36316151,2697,1
37622520,2698,1
36416515,2699,1
35909473,2700,1
35708292,2701,1
35909568,2702,1
36314519,2703,1
36311928,2704,1
35305408,2705,1
35305953,2706,1
37622385,2707,1
42890436,2708,1
35808830,2709,1
36818783,2710,1
35204975,2711,1
36313522,2712,1
36313532,2713,1
35909520,2714,1
35809113,2715,1
35708048,2716,1
36919068,2717,1
36315669,2718,1
35707716,2719,1
36211691,2720,1
36818648,2721,1
36818766,2722,1
35305470,2723,1
36718476,2724,1
35104859,2725,1
36818754,2726,1
36818672,2727,1
35607019,2728,1
35909611,2729,1
37521136,2730,1
36009829,2731,1
35909605,2732,1
36919077,2733,1
35809372,2734,1
36918927,2735,1
36918956,2736,1
36718244,2737,1
36110549,2738,1
35707884,2739,1
36211183,2740,1
35306022,2741,1
35104281,2742,1
36617388,2743,1
35708624,2744,1
36718282,2745,1
35606990,2746,1
37320150,2747,1
37622478,2748,1
37522364,2749,1
37522273,2750,1
35708149,2751,1
35809291,2752,1
36416493,2753,1
36416494,2754,1
35809001,2755,1
35707957,2756,1
35707767,2757,1
36211218,2758,1
35809217,2759,1
35707721,2760,1
35607050,2761,1
35204927,2762,1
36313435,2763,1
35809147,2764,1
36009811,2765,1
36009902,2766,1
36110467,2767,1
35809358,2768,1
35606958,2769,1
35607097,2770,1
36717969,2771,1
35104679,2772,1
36009895,2773,1
35707753,2774,1
35707804,2775,1
35707773,2776,1
36617657,2777,1
35104097,2778,1
36617169,2779,1
37622475,2780,1
43562712,2781,1
36315061,2782,1
36316139,2783,1
36313047,2784,1
36718341,2785,1
35205165,2786,1
36211688,2787,1
36314494,2788,1
36416503,2789,1
36211669,2790,1
35104096,2791,1
36818660,2792,1
37219796,2793,1
35708042,2794,1
36110657,2795,1
36211213,2796,1
35305882,2797,1
35506463,2798,1
36416588,2799,1
37019285,2800,1
36313171,2801,1
36313345,2802,1
35707762,2803,1
35104125,2804,1
35104734,2805,1
36818647,2806,1
35104088,2807,1
35708172,2808,1
35104787,2809,1
35809218,2810,1
37119469,2811,1
37320341,2812,1
35506649,2813,1
35406366,2814,1
35607174,2815,1
36313096,2816,1
35606968,2817,1
35506639,2818,1
36110224,2819,1
35708458,2820,1
35607364,2821,1
36315755,2822,1
37320314,2823,1
37521183,2824,1
36211394,2825,1
36416561,2826,1
36516859,2827,1
36718573,2828,1
42889567,2829,1
36313984,2830,1
36718231,2831,1
35808795,2832,1
35104674,2833,1
35607356,2834,1
36919233,2835,1
36918955,2836,1
36919227,2837,1
36919027,2838,1
42890434,2839,1
43053757,2840,1
36315256,2841,1
35707802,2842,1
35707859,2843,1
35204918,2844,1
36009861,2845,1
36111030,2846,1
35205086,2847,1
35104739,2848,1
36211400,2849,1
36110117,2850,1
35306001,2851,1
35506642,2852,1
35808832,2853,1
35808818,2854,1
36211537,2855,1
36313246,2856,1
42889409,2857,1
36313222,2858,1
36314071,2859,1
35809050,2860,1
35708103,2861,1
35104211,2862,1
36211106,2863,1
36919234,2864,1
37420511,2865,1
36718550,2866,1
35809199,2867,1
43562983,2868,1
36211680,2869,1
37320344,2870,1
37521104,2871,1
36009919,2872,1
36110675,2873,1
35406367,2874,1
36211226,2875,1
36314103,2876,1
35506718,2877,1
35306136,2878,1
37019372,2879,1
35808848,2880,1
35808850,2881,1
35909521,2882,1
37521330,2883,1
43053809,2884,1
37119700,2885,1
37320149,2886,1
36316280,2887,1
36718035,2888,1
35506673,2889,1
36617310,2890,1
36718507,2891,1
35808966,2892,1
36009879,2893,1
35104364,2894,1
36718512,2895,1
36718520,2896,1
36818845,2897,1
36314859,2898,1
35809044,2899,1
35506706,2900,1
37019334,2901,1
35506577,2902,1
35707676,2903,1
35606856,2904,1
36312498,2905,1
36316370,2906,1
35506506,2907,1
35205093,2908,1
42890086,2909,1
36313803,2910,1
37019441,2911,1
42889605,2912,1
35708740,2913,1
35808946,2914,1
35707901,2915,1
35104490,2916,1
35607310,2917,1
36110976,2918,1
35306151,2919,1
35708351,2920,1
35104643,2921,1
35708536,2922,1
35809124,2923,1
36315570,2924,1
35808969,2925,1
35506563,2926,1
35506485,2927,1
36009897,2928,1
36718597,2929,1
37019356,2930,1
42890458,2931,1
42889573,2932,1
36009688,2933,1
35708563,2934,1
35808972,2935,1
36313664,2936,1
35707571,2937,1
35809118,2938,1
35506447,2939,1
35808768,2940,1
36312086,2941,1
36315574,2942,1
37119562,2943,1
36211295,2944,1
36718237,2945,1
37420427,2946,1
37219972,2947,1
36110594,2948,1
35708560,2949,1
36617349,2950,1
37019257,2951,1
35104210,2952,1
35104199,2953,1
36718063,2954,1
35708177,2955,1
